ScenarioTime;ThrottleA;ThrottleB;CarPosXA;CarPosXB;CarPosZA;CarPosZB;SteerA;SteerB
0.0;0.0;0.0;80.8015;-87.4487;-74.1427;-85.0302;-0.0015;-0.0055
0.0488;0.0;0.0;80.8011;-87.4483;-74.1428;-85.0301;-0.0015;-0.0055
0.0908;0.0;0.0;80.8009;-87.448;-74.1428;-85.03;-0.0015;-0.0055
0.1328;0.0;0.0;80.8007;-87.4477;-74.1428;-85.0299;-0.0015;-0.0055
0.1743;0.0;0.0;80.8006;-87.4475;-74.1429;-85.0299;-0.0015;-0.0055
0.2168;0.0;0.0;80.8005;-87.4474;-74.1429;-85.0299;-0.0015;-0.0055
0.2583;0.0;0.0;80.8004;-87.4473;-74.143;-85.0298;-0.0015;-0.0055
0.3003;0.0;0.0;80.8004;-87.4472;-74.143;-85.0298;-0.0015;-0.0055
0.3423;0.0;0.0;80.8005;-87.4471;-74.1431;-85.0298;-0.0015;-0.0055
0.3843;0.0;0.0;80.8005;-87.447;-74.1431;-85.0298;-0.0015;-0.0055
0.4263;0.0;0.0;80.8005;-87.447;-74.1432;-85.0298;-0.0015;-0.0055
0.4678;0.0;0.0;80.8006;-87.4469;-74.1433;-85.0298;-0.0015;-0.0055
0.5098;0.0;0.0;80.8007;-87.4469;-74.1433;-85.0298;-0.0015;-0.0055
0.5513;0.0;0.0;80.8008;-87.4468;-74.1434;-85.0298;-0.0015;-0.0055
0.5933;0.0;0.0;80.801;-87.4468;-74.1434;-85.0298;-0.0015;-0.0055
0.6348;0.0;0.0;80.8011;-87.4468;-74.1435;-85.0298;-0.0015;-0.0055
0.6768;0.0;0.0178;80.8013;-87.4467;-74.1435;-85.0297;-0.0015;-0.0055
0.7183;0.0;0.0824;80.8015;-87.4467;-74.1436;-85.0297;-0.0015;-0.0055
0.7603;0.0;0.176;80.8017;-87.4464;-74.1437;-85.0297;-0.0015;-0.0055
0.8018;0.0;0.2669;80.8019;-87.4456;-74.1437;-85.0295;-0.0015;-0.0055
0.8438;0.0;0.3407;80.8021;-87.4439;-74.1438;-85.0291;-0.0015;-0.0055
0.8853;0.0074;0.3988;80.8024;-87.441;-74.1438;-85.0284;-0.0015;-0.0055
