ScenarioTime;ThrottleAPredicted;ThrottleA;ThrottleB;CarPosXA;CarPosXB;CarPosZA;CarPosZB;SteerA;SteerB
14.408;0.2088924;0.021;0.5956;31.278;-59.4462;-87.719;87.9764;0.3477;0.7856
14.4778;0.22058383;0.0124;0.6009;31.1453;-59.0451;-87.4111;88.1968;0.3387;0.7925
14.5474;0.22897112;0.0073;0.6044;31.0177;-58.6298;-87.1036;88.3811;0.3323;0.7943
14.6172;0.23321873;0.0043;0.6064;30.9194;-58.2093;-86.7987;88.5351;0.3297;0.794
14.6885;0.23421386;0.0037;0.6041;30.8407;-57.7753;-86.4912;88.655;0.33;0.79
14.7581;0.2335523;0.0082;0.5945;30.7804;-57.3519;-86.196;88.7364;0.3317;0.7811
14.8276;0.23320976;0.0113;0.5863;30.7327;-56.9257;-85.9039;88.7778;0.3325;0.7685
14.8972;0.23394698;0.0132;0.5709;30.6952;-56.5009;-85.6164;88.78;0.3325;0.7523
14.9666;0.23974288;0.0143;0.5176;30.7124;-56.0787;-85.3452;88.7445;0.3313;0.7314
15.0361;0.26035136;0.0149;0.3677;30.7052;-55.6642;-85.0739;88.6722;0.328;0.7032
15.1055;0.29006302;0.0186;0.2171;30.6967;-55.2583;-84.8018;88.5721;0.3233;0.6675
15.175;0.33326584;0.0299;0.1282;30.691;-54.8636;-84.5308;88.4455;0.3091;0.6263
15.2444;0.38461834;0.0466;0.0757;30.6894;-54.4895;-84.2625;88.3297;0.2856;0.578
15.314;0.40861773;0.0611;0.0447;30.6919;-54.125;-83.9973;88.199;0.2675;0.5169
15.3835;0.4256423;0.0702;0.0264;30.6981;-53.771;-83.7351;88.0416;0.2539;0.4177
15.4534;0.4143666;0.0734;0.0156;30.708;-53.4663;-83.4751;87.8317;0.2444;0.2943
15.5229;0.40947205;0.0742;0.0092;30.7441;-53.16;-83.2093;87.6319;0.2386;0.1917
15.5925;0.4216516;0.0747;0.0054;30.8024;-52.852;-82.939;87.4419;0.2354;0.1018
15.6621;0.43270773;0.0765;0.0032;30.8411;-52.5436;-82.6812;87.2579;0.227;0.0273
15.7319;0.45037633;0.08;-0.0576;30.8714;-52.2365;-82.4318;87.082;0.2119;-0.017
15.8018;0.4652053;0.0868;-0.1497;30.8992;-51.9008;-82.1877;86.9386;0.1947;-0.0731
15.8713;0.4848851;0.0936;-0.285;30.9269;-51.5884;-81.9487;86.793;0.1764;-0.1498
15.9407;0.4834842;0.0999;-0.3647;30.9557;-51.2982;-81.7129;86.6294;0.1568;-0.2411
16.0105;0.44176543;0.109;-0.3331;30.986;-51.0237;-81.4787;86.4635;0.1345;-0.3249
16.0803;0.3965708;0.1192;-0.2459;31.017;-50.7649;-81.2466;86.3373;0.1119;-0.3852
16.1504;0.37708372;0.1289;-0.3174;31.0485;-50.5196;-81.015;86.2413;0.0896;-0.4381
16.2202;0.32122803;0.135;-0.492;31.0798;-50.289;-80.7863;86.1695;0.0634;-0.484
16.2898;0.2983482;0.1445;-0.5664;31.1105;-50.0772;-80.5589;86.1189;0.0345;-0.516
16.3596;0.3147693;0.1588;-0.5859;31.14;-49.8887;-80.3338;86.0854;0.0035;-0.5364
16.4297;0.31493044;0.1715;-0.6758;31.1677;-49.7243;-80.1094;86.0651;-0.0228;-0.5599
16.5142;0.29704764;0.1807;-0.7226;31.1958;-49.5741;-79.8637;86.0537;-0.0413;-0.5865
16.5972;0.28912547;0.1887;-0.7422;31.2251;-49.4444;-79.5822;86.0504;-0.0481;-0.5994
16.6772;0.30428007;0.2058;-0.7734;31.2504;-49.3659;-79.3202;86.0519;-0.0483;-0.596
16.7471;0.3241139;0.2461;-0.8125;31.2706;-49.3321;-79.0991;86.0539;-0.0482;-0.5872
16.8171;0.3426978;0.2977;-0.8555;31.2901;-49.3251;-78.8774;86.0547;-0.0469;-0.58
16.8865;0.35884959;0.3402;-0.8555;31.3089;-49.3259;-78.6561;86.055;-0.0396;-0.5657
16.9563;0.3864231;0.3708;-0.8398;31.3276;-49.3271;-78.4326;86.0551;-0.0252;-0.5281
17.0256;0.40685594;0.3978;-0.7851;31.3466;-49.3283;-78.2074;86.0551;-0.0088;-0.4819
17.0952;0.41454268;0.4169;-0.6992;31.3666;-49.3291;-77.9798;86.0552;0.0077;-0.4369
17.1648;0.40843916;0.4281;-0.6015;31.388;-49.3298;-77.7489;86.0552;0.0216;-0.4058
17.2344;0.36150867;0.4356;-0.377;31.411;-49.3303;-77.5147;86.0552;0.0328;-0.3956
17.3044;0.3281172;0.4453;-0.2619;31.436;-49.3306;-77.2757;86.0552;0.0417;-0.403
17.3738;0.29700145;0.4552;-0.1786;31.4623;-49.3307;-77.0356;86.0552;0.0496;-0.4189
17.4434;0.2964067;0.4635;-0.2024;31.4904;-49.3309;-76.792;86.0552;0.0549;-0.437
17.5134;0.29853398;0.4701;-0.246;31.5206;-49.3309;-76.5429;86.0552;0.0581;-0.4579
17.5833;0.3225587;0.476;-0.3611;31.5523;-49.331;-76.2922;86.0552;0.0587;-0.4767
17.6526;0.2985769;0.4892;-0.4404;31.5856;-49.331;-76.039;86.0552;0.0587;-0.4946
17.7222;0.27553815;0.508;-0.4563;31.6205;-49.331;-75.7822;86.0552;0.0581;-0.5123
17.792;0.25562042;0.5203;-0.4643;31.6573;-49.331;-75.5205;86.0552;0.0557;-0.5274
17.8618;0.24090776;0.5234;-0.4801;31.6956;-49.331;-75.2554;86.0552;0.0515;-0.5377
17.9316;0.23275846;0.525;-0.4881;31.7354;-49.331;-74.9862;86.0552;0.0461;-0.5457
18.0015;0.22945255;0.5264;-0.4762;31.7763;-49.331;-74.7134;86.0551;0.0411;-0.5515
18.0713;0.22259808;0.5305;-0.4444;31.8185;-49.331;-74.4366;86.0552;0.0367;-0.5552
18.1409;0.23094192;0.5469;-0.4444;31.8617;-49.331;-74.1564;86.0552;0.0334;-0.5567
18.2104;0.24035478;0.5812;-0.4444;31.9059;-49.331;-73.8736;86.0552;0.0302;-0.5567
18.2798;0.25026742;0.6092;-0.4444;31.9512;-49.331;-73.5863;86.0552;0.0269;-0.5562
18.3496;0.26732463;0.6261;-0.4444;31.998;-49.331;-73.2932;86.0552;0.0228;-0.5497
18.4194;0.3093525;0.6127;-0.4563;32.046;-49.331;-72.9947;86.0552;0.0131;-0.5298
18.489;0.3666482;0.5363;-0.4563;32.0946;-49.331;-72.6921;86.0552;-0.0062;-0.4906
18.5588;0.40197915;0.4028;-0.4444;32.143;-49.331;-72.3848;86.0552;-0.0289;-0.4519
18.6284;0.41380477;0.2937;-0.4166;32.1897;-49.331;-72.0768;86.0551;-0.0448;-0.4209
18.6982;0.41995257;0.2626;-0.3928;32.2344;-49.331;-71.7667;86.0552;-0.0536;-0.399
18.7678;0.4253903;0.2883;-0.3889;32.2767;-49.331;-71.4579;86.0552;-0.0571;-0.386
18.8376;0.40846646;0.3056;-0.3531;32.317;-49.331;-71.1491;86.0552;-0.0597;-0.3758
18.9075;0.37131548;0.3018;-0.2817;32.3555;-49.331;-70.8402;86.0551;-0.0661;-0.3613
18.9771;0.33293068;0.2748;-0.2301;32.3917;-49.331;-70.5317;86.0552;-0.0793;-0.3514
19.0464;0.30177107;0.224;-0.2063;32.4252;-49.331;-70.2244;86.0552;-0.0945;-0.3502
19.1162;0.2699982;0.1741;-0.1786;32.4553;-49.331;-69.9173;86.0552;-0.1065;-0.3504
19.1855;0.24433401;0.1335;-0.1429;32.4816;-49.331;-69.6124;86.0552;-0.1099;-0.355
19.2554;0.21052566;0.0987;0;32.5043;-49.331;-69.3093;86.0552;-0.1099;-0.3667
19.325;0.21170065;0.0699;0;32.5237;-49.331;-69.0094;86.0551;-0.1099;-0.3783
19.3945;0.21329805;0.0552;0;32.54;-49.331;-68.7127;86.0552;-0.1099;-0.3875
19.4653;0.21519688;0.0633;0;32.5535;-49.331;-68.4161;86.0551;-0.1099;-0.3954
19.5518;0.21736455;0.0902;0;32.565;-49.3309;-68.09;86.0551;-0.1099;-0.4069
19.6313;0.22038272;0.1354;0;32.5737;-49.3309;-67.7278;86.0551;-0.1099;-0.4167
19.7021;0.22427642;0.1908;0;32.5777;-49.3309;-67.4396;86.0551;-0.1083;-0.4252
19.7717;0.22961786;0.2356;0.0016;32.579;-49.3309;-67.1583;86.0551;-0.1042;-0.4345
19.8413;0.22834006;0.2642;0.0276;32.578;-49.3309;-66.8781;86.0551;-0.0993;-0.4453
19.9109;0.23163936;0.2883;0.0707;32.575;-49.3306;-66.5978;86.0551;-0.0933;-0.4575
19.9802;0.24131337;0.315;0.1221;32.5702;-49.3297;-66.318;86.0551;-0.0868;-0.4695
20.0498;0.24811995;0.3401;0.1734;32.5638;-49.3276;-66.0374;86.0551;-0.081;-0.4806
20.1196;0.2526717;0.3566;0.2378;32.5557;-49.3239;-65.7543;86.055;-0.0759;-0.4906
20.1895;0.251148;0.3666;0.2935;32.5462;-49.3177;-65.4701;86.055;-0.0696;-0.4999
20.2593;0.24370086;0.3717;0.3393;32.5354;-49.3086;-65.1842;86.0549;-0.0621;-0.5088
20.3291;0.2399508;0.3722;0.3729;32.5235;-49.2958;-64.8969;86.0548;-0.0528;-0.5169
20.3984;0.22850648;0.3725;0.4196;32.5109;-49.2792;-64.6094;86.0548;-0.0409;-0.5231
20.468;0.19889084;0.3727;0.4715;32.4978;-49.2582;-64.32;86.0549;-0.0298;-0.5267
20.5393;0.1786716;0.3727;0.5051;32.4842;-49.2317;-64.0222;86.0552;-0.0242;-0.5287
20.6094;0.16395026;0.3777;0.5367;32.4706;-49.2001;-63.7265;86.0556;-0.0251;-0.5298
20.679;0.14931193;0.3977;0.5725;32.4567;-49.1631;-63.4314;86.0563;-0.029;-0.5303
20.749;0.1363428;0.4352;0.6045;32.4418;-49.1198;-63.1328;86.0574;-0.0321;-0.5303
20.8186;0.13142365;0.4649;0.6191;32.426;-49.0705;-62.8348;86.059;-0.0324;-0.5303
20.8882;0.1386641;0.4807;0.6121;32.409;-49.0145;-62.5332;86.0612;-0.0324;-0.5303
20.9575;0.1454649;0.4867;0.6061;32.3911;-48.9522;-62.23;86.0642;-0.0324;-0.5303
21.0273;0.15058863;0.4761;0.6038;32.3721;-48.8834;-61.9227;86.0682;-0.0325;-0.529
21.0969;0.1563102;0.4353;0.6061;32.352;-48.8082;-61.6126;86.0732;-0.0356;-0.5199
21.1663;0.1646631;0.3735;0.6074;32.3308;-48.727;-61.301;86.0794;-0.0427;-0.502
21.2358;0.17160395;0.3072;0.6082;32.308;-48.6394;-60.9881;86.0864;-0.0509;-0.4711
21.3054;0.17589694;0.2387;0.6087;32.2835;-48.5452;-60.6748;86.094;-0.0565;-0.4284
21.3748;0.18352771;0.1807;0.609;32.2571;-48.444;-60.3623;86.1016;-0.0593;-0.3719
21.4446;0.20125633;0.1457;0.6006;32.2288;-48.3354;-60.0505;86.1085;-0.0601;-0.3199
21.5139;0.21760544;0.125;0.5866;32.1992;-48.2202;-59.7426;86.1144;-0.0601;-0.2883
21.5835;0.2202698;0.1121;0.5922;32.1681;-48.0984;-59.4374;86.1199;-0.0624;-0.2757
21.6572;0.20689201;0.1036;0.6301;32.1335;-47.9622;-59.1168;86.1261;-0.0698;-0.2646
21.7268;0.19112492;0.0977;0.6733;32.0991;-47.8272;-58.8179;86.1328;-0.0805;-0.2526
21.7964;0.18788224;0.0841;0.6939;32.0625;-47.6847;-58.5212;86.1407;-0.0917;-0.2361
21.8662;0.19298548;0.0581;0.6872;32.0235;-47.535;-58.2289;86.1497;-0.0996;-0.2112
21.9355;0.2048788;0.0343;0.6721;31.9821;-47.3782;-57.9417;86.1593;-0.1047;-0.1663
22.0054;0.2218611;0.0203;0.6624;31.9382;-47.2129;-57.6575;86.1686;-0.1093;-0.0912
22.075;0.24010956;0.012;0.644;31.8922;-47.0399;-57.3788;86.1748;-0.1142;-0.0161
22.1445;0.24693358;0.0071;0.5985;31.844;-46.8605;-57.1042;86.1688;-0.1208;0.0369
22.2141;0.24553439;0.0042;0.5525;31.7937;-46.6792;-56.835;86.1503;-0.1289;0.078
22.2837;0.24736542;0.0025;0.5229;31.7409;-46.4967;-56.5702;86.1248;-0.1359;0.1117
22.3535;0.24811989;0.0015;0.4975;31.6859;-46.3108;-56.3107;86.1029;-0.1391;0.1442
22.4231;0.24746469;0.0009;0.4696;31.6283;-46.1192;-56.0542;86.0829;-0.1393;0.1761
22.5007;0.24667954;0.0006;0.4541;31.5714;-45.9313;-55.8138;86.0631;-0.1393;0.2071
22.5767;0.24421892;0.0004;0.4465;31.5061;-45.7158;-55.55;86.0383;-0.1406;0.2613
22.6506;0.23694277;0.0003;0.4403;31.4285;-45.4623;-55.2525;86.0042;-0.145;0.3008
22.7202;0.23007387;0.0002;0.4355;31.3638;-45.2535;-55.0164;85.9695;-0.1478;0.3268
22.79;0.22582537;0.0001;0.435;31.2974;-45.0415;-54.7843;85.9279;-0.1481;0.3379
22.8596;0.22748327;0.0001;0.4545;31.2298;-44.8284;-54.5576;85.8801;-0.1481;0.3408
22.929;0.23213392;0.0113;0.4868;31.1611;-44.6131;-54.3351;85.8258;-0.149;0.3384
22.9988;0.23439085;0.0229;0.5181;31.0908;-44.3948;-54.1158;85.7653;-0.1538;0.3265
23.0686;0.23291647;0.0298;0.5529;31.019;-44.1735;-53.9001;85.6985;-0.1592;0.3116
23.1387;0.22290343;0.0325;0.6032;30.9458;-43.9568;-53.6883;85.615;-0.1647;0.3027
23.2085;0.20786318;0.0338;0.6644;30.8708;-43.7408;-53.4799;85.5206;-0.1702;0.3
23.2781;0.19666374;0.0346;0.712;30.7942;-43.5189;-53.2764;85.4244;-0.1735;0.2951
23.3477;0.19207776;0.0367;0.7212;30.7166;-43.2895;-53.0767;85.3256;-0.1761;0.2849
23.4172;0.19525385;0.0414;0.6847;30.6379;-43.0526;-52.8806;85.2237;-0.1801;0.2726
23.4868;0.19890648;0.0504;0.642;30.5582;-42.809;-52.6882;85.1184;-0.1851;0.266
23.5566;0.19679517;0.0642;0.6044;30.4768;-42.5594;-52.4988;85.0082;-0.1913;0.2671
23.6265;0.1889703;0.0805;0.5809;30.3932;-42.3039;-52.3114;84.8913;-0.1985;0.2685
23.696;0.18477851;0.0947;0.5669;30.3087;-42.0475;-52.1285;84.7683;-0.2065;0.2633
23.7656;0.18013996;0.103;0.5666;30.2227;-41.7898;-51.9492;84.638;-0.2129;0.2491
23.8354;0.17425072;0.1084;0.5843;30.1344;-41.5291;-51.772;84.5004;-0.2188;0.2294
23.9053;0.16676763;0.116;0.6113;30.0441;-41.2661;-51.5975;84.3565;-0.2256;0.2123
23.9749;0.1595082;0.1299;0.6297;29.9522;-41.0017;-51.4262;84.207;-0.2336;0.2017
24.0444;0.15259212;0.1411;0.6416;29.8586;-40.7354;-51.2581;84.052;-0.2428;0.1952
24.1138;0.14578718;0.1483;0.6492;29.7628;-40.4669;-51.0926;83.8904;-0.2532;0.1877
24.1833;0.13901797;0.1526;0.6541;29.6641;-40.1955;-50.9294;83.7216;-0.2652;0.182
24.2529;0.13277072;0.1551;0.6647;29.5635;-39.9208;-50.7694;83.5664;-0.2755;0.1795
24.3223;0.12707907;0.1533;0.6833;29.4607;-39.6455;-50.6121;83.4242;-0.2827;0.1795
24.3918;0.12255216;0.1523;0.6962;29.3554;-39.3682;-50.4573;83.25;-0.289;0.1805
24.4614;0.11781773;0.1517;0.6978;29.2479;-39.0889;-50.3051;83.0615;-0.2957;0.1908
24.531;0.1115348;0.1513;0.6858;29.1386;-38.8086;-50.1558;82.8609;-0.3056;0.2075
24.6003;0.10108232;0.1511;0.6707;29.027;-38.5275;-50.0096;82.6491;-0.3153;0.2264
24.6702;0.09617341;0.1506;0.6308;28.9126;-38.2448;-49.8663;82.4236;-0.3232;0.2484
24.74;0.09229171;0.149;0.5527;28.7957;-37.9637;-49.7257;82.1861;-0.3302;0.2721
24.8096;0.07846704;0.1481;0.4296;28.6763;-37.687;-49.5882;81.9369;-0.3333;0.2954
24.8792;0.05325671;0.1476;0.274;28.5556;-37.4184;-49.4544;81.6788;-0.3333;0.3148
24.9485;0.02793959;0.1473;0.1641;28.4329;-37.1217;-49.3235;81.428;-0.3333;0.3263
25.0183;0.02157567;0.1471;0.1488;28.3083;-36.8422;-49.1951;81.1642;-0.3333;0.3309
25.0876;0.02998644;0.147;0.1973;28.1819;-36.5913;-49.0694;80.8878;-0.3333;0.3317
25.1575;0.03698373;0.1469;0.24;28.0534;-36.361;-48.9459;80.6014;-0.3333;0.3317
25.2271;0.04091793;0.1469;0.2652;27.9241;-36.1493;-48.8259;80.3093;-0.3333;0.3293
25.2964;0.04383203;0.1469;0.2801;27.7932;-35.9509;-48.7086;80.0114;-0.3333;0.3232
25.3662;0.04596245;0.1495;0.2889;27.6604;-35.7634;-48.5935;79.7071;-0.3326;0.3169
25.436;0.04984111;0.1509;0.2945;27.5261;-35.5863;-48.4811;79.3981;-0.3259;0.3121
25.5181;0.05539709;0.139;0.3113;27.3716;-35.3964;-48.3558;79.0407;-0.32;0.3054
25.6025;0.06160915;0.1223;0.3413;27.2258;-35.23;-48.2414;78.7019;-0.32;0.2924
25.6777;0.06939244;0.1112;0.3846;27.0518;-35.046;-48.1098;78.2956;-0.32;0.2742
25.7476;0.07587147;0.1047;0.4268;26.9131;-34.9091;-48.0087;77.9694;-0.32;0.2557
25.8176;0.08062434;0.1022;0.4551;26.773;-34.7785;-47.9103;77.6381;-0.32;0.2328
25.8872;0.08552331;0.102;0.4729;26.6331;-34.6547;-47.8152;77.3046;-0.32;0.2005
25.9565;0.09067264;0.1025;0.484;26.4933;-34.536;-47.7234;76.9689;-0.32;0.1646
26.0261;0.09549218;0.1028;0.4906;26.353;-34.4209;-47.6344;76.6303;-0.32;0.1323
26.0955;0.09972733;0.1029;0.4944;26.2123;-34.3081;-47.5481;76.289;-0.32;0.1052
26.165;0.10314921;0.103;0.4967;26.0712;-34.1969;-47.4645;75.945;-0.32;0.0832
26.2346;0.10567865;0.1031;0.4995;25.9298;-34.0868;-47.3838;75.599;-0.32;0.0652
26.3044;0.10881397;0.1031;0.5101;25.7874;-33.9768;-47.3052;75.2486;-0.32;0.043
26.3743;0.11210194;0.1043;0.5264;25.6448;-33.8667;-47.2294;74.896;-0.32;0.0176
26.4441;0.11649132;0.1115;0.539;25.5021;-33.7557;-47.1562;74.5416;-0.32;-0.0105
26.5139;0.12072849;0.1221;0.5474;25.3594;-33.6426;-47.0858;74.1859;-0.32;-0.0362
26.5833;0.1230385;0.1306;0.5557;25.217;-33.5267;-47.018;73.8302;-0.3143;-0.0517
26.6536;0.12399885;0.1335;0.5631;25.0728;-33.406;-46.9517;73.469;-0.3;-0.057
26.7234;0.12299532;0.1363;0.574;24.9292;-33.2824;-46.8873;73.1081;-0.283;-0.0565
26.7935;0.11492366;0.1235;0.5865;24.7849;-33.155;-46.824;72.7434;-0.2673;-0.0533
26.863;0.10600796;0.0729;0.5962;24.641;-33.0247;-46.7619;72.3774;-0.2523;-0.0462
26.9326;0.09160924;0.043;0.6087;24.498;-32.8919;-46.7013;72.0091;-0.2383;-0.025
27.0022;0.07212031;0.0254;0.6297;24.3556;-32.7568;-46.6418;71.6361;-0.2249;0.0205
27.0718;0.05446808;0.015;0.6533;24.2148;-32.6222;-46.5839;71.2581;-0.2093;0.0749
27.1416;0.02134824;0.0089;0.6685;24.0752;-32.4901;-46.527;70.8716;-0.1909;0.1341
27.2114;-0.01222177;0.0052;0.6707;23.9362;-32.3634;-46.4707;70.4732;-0.1714;0.182
27.2813;-0.02976087;0.0031;0.6624;23.7993;-32.2453;-46.4153;70.0668;-0.1512;0.2138
27.3511;-0.0450048;0.0018;0.6664;23.6644;-32.1373;-46.3606;69.6515;-0.1288;0.2394
27.4207;-0.06343424;0.0011;0.706;23.5318;-32.0408;-46.3066;69.2296;-0.1092;0.2626
27.4907;-0.06978733;0.0006;0.7485;23.4001;-31.9568;-46.2524;68.796;-0.0963;0.2916
27.5601;-0.07716455;0.0004;0.7747;23.2706;-31.888;-46.1989;68.3549;-0.0892;0.3284
27.6296;-0.08334538;-0.0236;0.7902;23.1436;-31.838;-46.1464;67.9069;-0.0852;0.3603
27.6992;-0.09058377;-0.0713;0.7993;23.0184;-31.8082;-46.0947;67.4498;-0.0828;0.3844
27.7686;-0.09606465;-0.0515;0.8047;22.8976;-31.8017;-46.0451;66.9868;-0.0819;0.4004
27.8381;-0.10407415;-0.115;0.8058;22.7803;-31.819;-45.9972;66.5175;-0.0819;0.4224
27.9077;-0.11003181;-0.25;0.8053;22.6683;-31.8626;-45.9519;66.0452;-0.0823;0.4326
27.9773;-0.10932693;-0.2976;0.8051;22.5648;-31.9335;-45.9102;65.5703;-0.085;0.4258
28.0471;-0.10351551;-0.3333;0.8034;22.4729;-32.032;-45.8736;65.0935;-0.0894;0.4
28.1169;-0.1050266;-0.4325;0.7839;22.3942;-32.156;-45.8426;64.6177;-0.0942;0.3594
28.1868;-0.11266953;-0.5156;0.7495;22.3315;-32.3028;-45.8182;64.1447;-0.1014;0.3069
28.2563;-0.11989893;-0.4841;0.7241;22.288;-32.4684;-45.8015;63.6756;-0.1104;0.2424
28.3262;-0.11991823;-0.4365;0.7087;22.2637;-32.6502;-45.7924;63.2076;-0.1216;0.1578
28.3955;-0.0892527;-0.3651;0.6984;22.2567;-32.8411;-45.7897;62.7439;-0.1355;0.0537
28.4839;-0.08443814;-0.1865;0.6923;22.2571;-33.0377;-45.7898;62.2762;-0.1542;-0.0437
28.5591;-0.08805808;-0.1071;0.6901;22.2579;-33.2751;-45.79;61.7038;-0.1709;-0.087
28.6318;-0.09266542;0;0.6905;22.2586;-33.4895;-45.7902;61.1709;-0.1847;-0.1121
28.7014;-0.09751125;0;0.6934;22.2592;-33.6767;-45.7904;60.6898;-0.1985;-0.1365
28.7708;-0.09707235;0;0.7003;22.2597;-33.8538;-45.7906;60.2139;-0.2138;-0.186
28.8406;-0.08336532;0;0.7032;22.2601;-34.0206;-45.7907;59.7327;-0.2307;-0.2551
28.9106;-0.05445012;0;0.6917;22.2605;-34.1716;-45.7908;59.2408;-0.2473;-0.3333
28.9805;-0.01838189;0;0.6788;22.2608;-34.2981;-45.7909;58.7474;-0.2635;-0.4099
29.0503;0.016748;0;0.6743;22.2613;-34.3943;-45.791;58.2505;-0.2787;-0.4763
29.1201;0.04606174;0;0.6686;22.2617;-34.4564;-45.7912;57.7553;-0.2937;-0.5251
29.1899;0.06633723;0;0.6628;22.2622;-34.4807;-45.7913;57.2626;-0.3074;-0.554
29.26;0.07808274;0.0137;0.66;22.2627;-34.4677;-45.7914;56.7741;-0.32;-0.5874
29.3296;0.05867583;0.0292;0.6674;22.2632;-34.4157;-45.7915;56.2942;-0.3298;-0.6455
29.3992;0.03482647;0.0384;0.6916;22.2634;-34.3252;-45.7916;55.8293;-0.3365;-0.6975
29.4688;0.02065654;0.0406;0.7112;22.2634;-34.1947;-45.7916;55.3822;-0.3411;-0.7191
29.5383;0.01331145;0.0386;0.7136;22.2629;-34.0261;-45.7914;54.9551;-0.3443;-0.7377
29.6082;0.00037855;0.0374;0.7109;22.2621;-33.8199;-45.7912;54.5524;-0.3478;-0.7844
29.678;-0.00724906;0.0371;0.7106;22.2609;-33.5799;-45.7909;54.1787;-0.3513;-0.8271
29.7476;-0.01030514;0.0396;0.6988;22.2594;-33.3092;-45.7905;53.8384;-0.3548;-0.8385
29.8171;-0.00967517;0.0462;0.6841;22.2575;-33.0115;-45.7901;53.534;-0.3577;-0.824
29.8865;0.00889814;0.0644;0.6941;22.2552;-32.6903;-45.7895;53.2669;-0.36;-0.7925
29.9561;0.0423746;0.0895;0.7143;22.2524;-32.3468;-45.7888;53.0362;-0.3616;-0.7446
30.0256;0.0716038;0.1068;0.7273;22.2488;-31.9857;-45.7879;52.8414;-0.3618;-0.6793
30.0955;0.10601574;0.1259;0.7393;22.2442;-31.6062;-45.7868;52.678;-0.3618;-0.5955
30.165;0.09531239;0.1474;0.7583;22.2384;-31.2136;-45.7854;52.5423;-0.3618;-0.4969
30.2344;0.04738832;0.1548;0.7622;22.2313;-30.807;-45.7837;52.4272;-0.3621;-0.3724
30.304;0.02447212;0.151;0.7323;22.2227;-30.3863;-45.7816;52.3245;-0.3667;-0.2741
30.3735;0.00491497;0.1477;0.7103;22.2124;-29.9527;-45.7791;52.2301;-0.3757;-0.1945
30.4431;-0.00927961;0.1457;0.7302;22.2006;-29.5063;-45.7764;52.1411;-0.3854;-0.117
30.5125;-0.03593436;0.1445;0.754;22.1875;-29.0516;-45.7734;52.056;-0.3936;-0.0025
30.5823;-0.08456138;0.1422;0.7588;22.1729;-28.5844;-45.7702;51.972;-0.4005;0.0775
30.6519;-0.09414194;0.142;0.7352;22.1571;-28.1106;-45.7667;51.8957;-0.4071;0.1275
30.7217;-0.10467477;0.1455;0.7116;22.1399;-27.6291;-45.7631;51.8191;-0.4111;0.1935
30.7915;-0.11546585;0.1563;0.7084;22.1213;-27.1471;-45.7593;51.7231;-0.4132;0.2583
30.8611;-0.12168013;0.1684;0.7119;22.1014;-26.6662;-45.7552;51.6034;-0.4143;0.3334
30.9307;-0.11767964;0.1737;0.7037;22.0801;-26.1895;-45.7509;51.4582;-0.4143;0.4086
31.0005;-0.09548393;0.1764;0.6794;22.0571;-25.7156;-45.7464;51.2898;-0.4143;0.4626
31.0703;-0.07188721;0.1789;0.5637;22.0324;-25.25;-45.7416;51.1016;-0.4143;0.496
31.1396;-0.05859843;0.1804;0.3449;22.0063;-24.8015;-45.7366;50.8821;-0.4143;0.5469
31.2092;-0.06476401;0.1817;0.2036;21.9785;-24.3746;-45.7314;50.6276;-0.4142;0.6137
31.2786;-0.07237293;0.1836;0.1202;21.9491;-23.9775;-45.726;50.3426;-0.4123;0.6721
31.3481;-0.07744609;0.1852;0.071;21.9181;-23.616;-45.7204;50.0294;-0.4106;0.6991
31.4177;-0.07927284;0.1959;0.0419;21.8855;-23.2958;-45.7145;49.6919;-0.4106;0.6863
31.4951;-0.07974827;0.2214;0.0275;21.8498;-23.0066;-45.7083;49.3231;-0.4043;0.6519
31.5664;-0.0862699;0.2482;0.018;21.8104;-22.7518;-45.7015;48.9258;-0.3776;0.6176
31.6467;-0.08607844;0.253;0.0107;21.7649;-22.5243;-45.6933;48.4871;-0.3179;0.5667
31.7161;-0.06028174;0.2418;0.0063;21.7234;-22.3959;-45.6851;48.1116;-0.2628;0.4913
31.7859;-0.03485818;0.2338;0.0037;21.6795;-22.2534;-45.6755;47.7412;-0.2274;0.3969
31.8552;-0.0425225;0.229;0.0022;21.6334;-22.1248;-45.6646;47.3734;-0.2093;0.2717
31.9246;-0.03600718;0.2262;0.0013;21.5854;-22.0056;-45.6529;47.0109;-0.2021;0.161
31.9941;-0.02445136;0.2246;0.0008;21.5354;-21.89;-45.6406;46.6565;-0.1978;0.0475
32.064;-0.0006611;0.2236;0.0005;21.4833;-21.7774;-45.6278;46.3087;-0.1911;-0.0333
32.1338;0.00942726;0.223;0.0003;21.4294;-21.6907;-45.6146;45.9467;-0.1801;-0.0667
32.2036;0.01956506;0.2278;0.0002;21.3731;-21.5819;-45.6008;45.6079;-0.1664;-0.1037
32.2729;0.03015471;0.2355;0.0001;21.3154;-21.4632;-45.5864;45.2895;-0.1546;-0.1428
32.3428;0.03179348;0.2422;0.0001;21.2558;-21.3374;-45.5714;44.985;-0.1457;-0.1641
32.4124;0.03793243;0.2402;0;21.1937;-21.2052;-45.5557;44.6897;-0.1398;-0.198
32.4875;0.03542179;0.2288;0;21.1248;-21.0571;-45.5383;44.3839;-0.1349;-0.2485
32.5576;0.01395033;0.2136;0;21.0585;-20.912;-45.5215;44.1101;-0.1306;-0.3075
32.6272;-0.00161782;0.2082;0;20.9909;-20.7605;-45.5045;43.8502;-0.1276;-0.3765
