-0.5156;-0.3072;False;False.1;-49.0059;-49.0059.1;0.0439;0.0439.1;2.8832;2.8832.1;1.7281;1.7281.1;268.5022;268.5022.1;0.0122;0.0122.1;0.0004;-0.0004;-0.0004.1;0.0000;0.0000.1;0.0004.1;146752;63.53282;2045.82;-48.8051;37.9873;1.7080;1.2491;0.9764;-1.8961;354.2360;351.9059;270.9148;81.3523;359.7697;0.0272;LeftFalse_RightFalse;LeftFalse_RightTrue;HandLeft_(1.4, -1.0, -0.6)_(0.6, 0.7, -0.2, 0.2)_1.252726_System.String[];HandLeft_(-0.8, -0.4, -0.3)_(0.6, 0.5, -0.5, 0.3)_0.9998702_System.String[];HandRight_(1.6, -1.1, -0.5)_(-0.2, -0.4, -0.2, 0.9)_1.252726_System.String[];HandRight_(-0.5, -0.4, -0.3)_(-0.4, -0.6, -0.5, 0.4)_0.9998702_System.String[];46.1437;-0.0390;-0.0111
1.0000;0.3081;False;False;-1.9534;-1.9534;-0.0126;-0.0126;-7.0828;-7.0828;0.1617;0.1617;212.8787;212.8787;359.9727;359.9727;-4.9048;-0.0351;-0.0351;-7.4564;-7.4564;-4.9048;155846;72.15362;2173.14;-0.1830;39.7970;1.6484;1.2549;-7.8644;4.9532;352.6519;352.4747;215.2977;270.8314;359.6662;0.8146;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(1.3, -1.0, -0.5)_(0.6, 0.6, -0.6, 0.1)_1.252726_System.String[];HandLeft_(-0.8, -0.4, -0.3)_(0.7, 0.4, -0.5, 0.3)_0.9998702_System.String[];HandRight_(1.6, -1.0, -0.6)_(0.0, -0.6, -0.4, 0.6)_1.252726_System.String[];HandRight_(-0.5, -0.4, -0.3)_(0.0, -0.5, -0.3, 0.8)_0.9998702_System.String[];18.0833;0.0363;0.0041
1.0000;0.3441;False;False;-2.3018;-2.3018;-0.0151;-0.0151;-7.6105;-7.6105;0.2196;0.2196;213.0231;213.0231;359.9912;359.9912;-4.9908;-0.0364;-0.0364;-7.5359;-7.5359;-4.9908;155851;71.43047;2173.21;-0.5270;39.2181;1.6463;1.2551;-8.3870;5.0014;352.7261;352.4659;215.4063;270.9696;359.6656;0.7635;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(1.3, -1.0, -0.5)_(0.5, 0.5, -0.6, 0.1)_1.252726_System.String[];HandLeft_(-0.8, -0.4, -0.3)_(0.7, 0.5, -0.5, 0.3)_0.9998702_System.String[];HandRight_(1.6, -1.0, -0.6)_(0.0, -0.6, -0.4, 0.6)_1.252726_System.String[];HandRight_(-0.5, -0.3, -0.3)_(0.0, -0.5, -0.4, 0.8)_0.9998702_System.String[];18.1536;0.0483;0.0006
1.0000;0.3774;False;False;-2.6548;-2.6548;-0.0175;-0.0175;-8.1393;-8.1393;0.1858;0.1858;213.3354;213.3354;0.1359;0.1359;-5.1125;-0.0299;-0.0299;-7.6315;-7.6315;-5.1125;155856;71.65154;2173.28;-0.8779;38.6405;1.6394;1.2552;-8.9224;5.0510;352.6982;352.4540;215.6705;271.0552;359.7971;0.7181;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(1.4, -1.0, -0.5)_(0.5, 0.6, -0.6, 0.2)_1.252726_System.String[];HandLeft_(-0.8, -0.4, -0.3)_(0.7, 0.5, -0.5, 0.4)_0.9998702_System.String[];HandRight_(1.6, -1.0, -0.6)_(-0.1, -0.6, -0.4, 0.6)_1.252726_System.String[];HandRight_(-0.5, -0.4, -0.3)_(-0.1, -0.5, -0.4, 0.8)_0.9998702_System.String[];18.2234;0.0591;-0.0181
1.0000;0.4069;False;False;-3.0147;-3.0147;-0.0202;-0.0202;-8.6725;-8.6725;0.0959;0.0959;213.7949;213.7949;0.2194;0.2194;-5.2171;-0.0449;-0.0449;-7.6948;-7.6948;-5.2171;155861;72.08298;2173.35;-1.2463;38.0522;1.6329;1.2552;-9.4780;5.1015;352.6144;352.4400;216.0984;271.0527;359.9024;0.6677;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(1.4, -1.0, -0.5)_(0.5, 0.5, -0.6, 0.2)_1.252726_System.String[];HandLeft_(-0.8, -0.4, -0.3)_(0.6, 0.5, -0.5, 0.4)_0.9998702_System.String[];HandRight_(1.6, -1.0, -0.6)_(-0.2, -0.6, -0.5, 0.6)_1.252726_System.String[];HandRight_(-0.5, -0.4, -0.3)_(-0.1, -0.5, -0.5, 0.7)_0.9998702_System.String[];18.2930;0.0635;-0.0387
1.0000;0.4347;False;False;-3.3891;-3.3891;-0.0236;-0.0236;-9.2197;-9.2197;359.9582;359.9582;214.3740;214.3740;0.2390;0.2390;-5.3684;-0.0452;-0.0452;-7.7680;-7.7680;-5.3684;155866;71.30655;2173.42;-1.6186;37.4772;1.6282;1.2552;-10.0284;5.1489;352.4824;352.4276;216.6490;270.9148;359.9238;0.6121;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(1.4, -1.0, -0.5)_(0.5, 0.6, -0.6, 0.2)_1.252726_System.String[];HandLeft_(-0.8, -0.4, -0.3)_(0.6, 0.5, -0.5, 0.4)_0.9998702_System.String[];HandRight_(1.6, -1.0, -0.6)_(-0.2, -0.7, -0.5, 0.6)_1.252726_System.String[];HandRight_(-0.5, -0.4, -0.3)_(-0.1, -0.5, -0.5, 0.7)_0.9998702_System.String[];18.3638;0.0633;-0.0539
1.0000;0.4592;False;False;-3.7725;-3.7725;-0.0263;-0.0263;-9.7702;-9.7702;359.8385;359.8385;215.0131;215.0131;0.2134;0.2134;-5.4893;-0.0314;-0.0314;-7.8140;-7.8140;-5.4893;155871;70.72697;2173.50;-2.0078;36.8939;1.6256;1.2552;-10.5924;5.1937;352.3559;352.4164;217.2817;270.6245;359.8990;0.5531;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(1.3, -1.0, -0.5)_(0.6, 0.6, -0.6, 0.2)_1.252726_System.String[];HandLeft_(-0.8, -0.4, -0.3)_(0.6, 0.5, -0.5, 0.4)_0.9998702_System.String[];HandRight_(1.6, -1.0, -0.6)_(-0.2, -0.6, -0.5, 0.6)_1.252726_System.String[];HandRight_(-0.5, -0.4, -0.3)_(-0.1, -0.5, -0.5, 0.7)_0.9998702_System.String[];18.4343;0.0607;-0.0605
1.0000;0.4791;False;False;-4.1626;-4.1626;-0.0277;-0.0277;-10.3196;-10.3196;359.7673;359.7673;215.6673;215.6673;0.2134;0.2134;-5.6503;-0.0097;-0.0097;-7.8723;-7.8723;-5.6503;155876;71.76193;2173.56;-2.4176;36.2968;1.6239;1.2552;-11.1752;5.2353;352.2734;352.4066;217.9565;270.1969;359.8857;0.4979;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(1.3, -1.0, -0.5)_(0.6, 0.6, -0.6, 0.2)_1.252726_System.String[];HandLeft_(-0.8, -0.5, -0.3)_(0.6, 0.5, -0.5, 0.4)_0.9998702_System.String[];HandRight_(1.6, -1.0, -0.6)_(-0.1, -0.6, -0.5, 0.6)_1.252726_System.String[];HandRight_(-0.5, -0.4, -0.3)_(-0.1, -0.6, -0.5, 0.6)_0.9998702_System.String[];18.5042;0.0516;-0.0599
1.0000;0.4999;False;False;-4.5599;-4.5599;-0.0281;-0.0281;-10.8689;-10.8689;359.7324;359.7324;216.2952;216.2952;0.2365;0.2365;-5.7664;-0.0012;-0.0012;-7.9171;-7.9171;-5.7664;155881;72.40054;2173.63;-2.8153;35.7303;1.6225;1.2552;-11.7317;5.2707;352.2345;352.3983;218.5777;269.7226;359.9069;0.4518;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(1.3, -1.0, -0.5)_(0.5, 0.6, -0.6, 0.2)_1.252726_System.String[];HandLeft_(-0.8, -0.5, -0.3)_(0.6, 0.5, -0.5, 0.4)_0.9998702_System.String[];HandRight_(1.6, -1.0, -0.6)_(-0.1, -0.6, -0.5, 0.6)_1.252726_System.String[];HandRight_(-0.5, -0.4, -0.3)_(-0.1, -0.6, -0.5, 0.6)_0.9998702_System.String[];18.5737;0.0399;-0.0570
1.0000;0.5193;False;False;-4.9660;-4.9660;-0.0279;-0.0279;-11.4215;-11.4215;359.7138;359.7138;216.8557;216.8557;0.2471;0.2471;-5.9123;0.0060;0.0060;-7.9810;-7.9810;-5.9123;155886;72.24322;2173.70;-3.2273;35.1557;1.6221;1.2555;-12.2979;5.3024;352.2130;352.3856;219.1490;269.2125;359.9203;0.4152;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(1.3, -1.0, -0.5)_(0.5, 0.6, -0.6, 0.2)_1.252726_System.String[];HandLeft_(-0.8, -0.5, -0.3)_(0.6, 0.4, -0.5, 0.4)_0.9998702_System.String[];HandRight_(1.6, -1.0, -0.6)_(-0.2, -0.7, -0.4, 0.6)_1.252726_System.String[];HandRight_(-0.5, -0.4, -0.3)_(-0.1, -0.6, -0.5, 0.6)_0.9998702_System.String[];18.6433;0.0257;-0.0566
1.0000;0.5322;False;False;-5.3826;-5.3826;-0.0280;-0.0280;-11.9816;-11.9816;359.7337;359.7337;217.3246;217.3246;0.1919;0.1919;-5.9890;-0.0346;-0.0346;-8.0052;-8.0052;-5.9890;155891;71.8401;2173.77;-3.6507;34.5747;1.6225;1.2558;-12.8707;5.3300;352.2052;352.3699;219.6300;268.6862;359.9196;0.3854;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(1.3, -1.0, -0.5)_(0.5, 0.6, -0.6, 0.2)_1.252726_System.String[];HandLeft_(-0.8, -0.4, -0.3)_(0.6, 0.5, -0.5, 0.4)_0.9998702_System.String[];HandRight_(1.6, -0.9, -0.6)_(-0.1, -0.6, -0.4, 0.7)_1.252726_System.String[];HandRight_(-0.5, -0.4, -0.3)_(-0.1, -0.6, -0.5, 0.6)_0.9998702_System.String[];18.7134;0.0061;-0.0569
1.0000;0.5397;False;False;-5.7968;-5.7968;-0.0353;-0.0353;-12.5376;-12.5376;0.1060;0.1060;217.6998;217.6998;359.5070;359.5070;-5.9619;-0.1723;-0.1723;-7.8354;-7.8354;-5.9619;155896;71.66032;2173.84;-4.0890;33.9949;1.6364;1.2561;-13.4340;5.3524;352.5253;352.3540;220.1077;268.1545;359.3664;0.3610;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(1.3, -1.0, -0.5)_(0.5, 0.6, -0.6, 0.2)_1.252726_System.String[];HandLeft_(-0.8, -0.4, -0.3)_(0.6, 0.5, -0.5, 0.4)_0.9998702_System.String[];HandRight_(1.6, -0.9, -0.6)_(-0.1, -0.6, -0.4, 0.7)_1.252726_System.String[];HandRight_(-0.5, -0.4, -0.3)_(-0.1, -0.6, -0.5, 0.6)_0.9998702_System.String[];18.7834;-0.0191;-0.0593
1.0000;0.5426;False;False;-6.2075;-6.2075;-0.0459;-0.0459;-13.0862;-13.0862;0.6293;0.6293;217.8053;217.8053;358.6482;358.6482;-5.9731;-0.1320;-0.1320;-7.8591;-7.8591;-5.9731;155901;71.77814;2173.91;-4.5363;33.4076;1.6572;1.2565;-13.9878;5.3696;353.1061;352.3376;220.3844;267.6047;358.4780;0.3392;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(1.4, -1.0, -0.5)_(0.4, 0.5, -0.7, 0.3)_1.252726_System.String[];HandLeft_(-0.8, -0.4, -0.3)_(0.6, 0.5, -0.5, 0.3)_0.9998702_System.String[];HandRight_(1.6, -0.9, -0.6)_(-0.1, -0.6, -0.3, 0.8)_1.252726_System.String[];HandRight_(-0.5, -0.4, -0.3)_(-0.1, -0.6, -0.5, 0.6)_0.9998702_System.String[];18.8533;-0.0427;-0.0620
1.0000;0.5460;False;False;-6.6260;-6.6260;-0.0535;-0.0535;-13.6436;-13.6436;0.9937;0.9937;217.6964;217.6964;358.0601;358.0601;-6.0075;-0.0859;-0.0859;-7.9518;-7.9518;-6.0075;155906;71.35601;2173.98;-4.9711;32.8234;1.6706;1.2569;-14.5357;5.3809;353.5219;352.3225;220.3913;267.0398;357.8728;0.3200;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(1.4, -1.0, -0.5)_(0.5, 0.5, -0.7, 0.3)_1.252726_System.String[];HandLeft_(-0.8, -0.4, -0.3)_(0.6, 0.5, -0.5, 0.3)_0.9998702_System.String[];HandRight_(1.6, -0.9, -0.6)_(-0.1, -0.6, -0.3, 0.8)_1.252726_System.String[];HandRight_(-0.5, -0.4, -0.3)_(-0.1, -0.6, -0.5, 0.6)_0.9998702_System.String[];18.9238;-0.0667;-0.0628
1.0000;0.5516;False;False;-7.0440;-7.0440;-0.0584;-0.0584;-14.2044;-14.2044;1.2279;1.2279;217.3586;217.3586;357.6318;357.6318;-6.0007;-0.0596;-0.0596;-8.0377;-8.0377;-6.0007;155911;71.59413;2174.05;-5.4051;32.2288;1.6807;1.2575;-15.0922;5.3863;353.8023;352.3136;220.1544;266.4492;357.4234;0.3045;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(1.4, -1.0, -0.5)_(0.4, 0.6, -0.7, 0.3)_1.252726_System.String[];HandLeft_(-0.8, -0.4, -0.3)_(0.6, 0.5, -0.4, 0.4)_0.9998702_System.String[];HandRight_(1.6, -0.9, -0.7)_(0.1, -0.6, -0.3, 0.8)_1.252726_System.String[];HandRight_(-0.5, -0.4, -0.3)_(-0.1, -0.6, -0.5, 0.7)_0.9998702_System.String[];18.9939;-0.0892;-0.0628
1.0000;0.5582;False;False;-7.4573;-7.4573;-0.0909;-0.0909;-14.7791;-14.7791;0.1958;0.1958;216.6089;216.6089;355.0515;355.0515;-6.0867;-0.3589;-0.3589;-8.1432;-8.1432;-6.0867;155916;72.0585;2174.12;-5.8459;31.6487;1.7222;1.2581;-15.5805;5.3856;353.0877;352.3099;219.7841;265.8643;355.0880;0.2933;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(1.4, -1.0, -0.5)_(0.4, 0.6, -0.6, 0.3)_1.252726_System.String[];HandLeft_(-0.8, -0.4, -0.3)_(0.6, 0.5, -0.4, 0.4)_0.9998702_System.String[];HandRight_(1.6, -0.9, -0.7)_(0.1, -0.5, -0.3, 0.8)_1.252726_System.String[];HandRight_(-0.5, -0.4, -0.3)_(-0.1, -0.6, -0.5, 0.6)_0.9998702_System.String[];19.0635;-0.1091;-0.0603
1.0000;0.5645;False;False;-7.8866;-7.8866;-0.1095;-0.1095;-15.3750;-15.3750;359.6191;359.6191;215.6254;215.6254;353.8799;353.8799;-6.0198;-0.1896;-0.1896;-8.3381;-8.3381;-6.0198;155921;70.75333;2174.20;-6.2808;31.0517;1.7410;1.2588;-16.1013;5.3789;352.4912;352.3079;219.0184;265.2657;353.6508;0.2861;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(1.4, -1.1, -0.5)_(0.4, 0.7, -0.6, 0.3)_1.252726_System.String[];HandLeft_(-0.8, -0.4, -0.3)_(0.6, 0.5, -0.4, 0.4)_0.9998702_System.String[];HandRight_(1.6, -0.9, -0.7)_(0.1, -0.5, -0.3, 0.8)_1.252726_System.String[];HandRight_(-0.5, -0.4, -0.3)_(-0.1, -0.6, -0.5, 0.6)_0.9998702_System.String[];19.1350;-0.1240;-0.0529
1.0000;0.5714;False;False;-8.2995;-8.2995;-0.1174;-0.1174;-15.9680;-15.9680;359.4149;359.4149;214.5024;214.5024;353.3920;353.3920;-5.8742;-0.0628;-0.0628;-8.5943;-8.5943;-5.8742;155926;71.59277;2174.27;-6.6934;30.4587;1.7477;1.2595;-16.6504;5.3667;352.2680;352.3078;217.9936;264.6999;353.0631;0.2856;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(1.4, -1.0, -0.5)_(0.4, 0.5, -0.7, 0.4)_1.252726_System.String[];HandLeft_(-0.8, -0.4, -0.3)_(0.6, 0.5, -0.4, 0.4)_0.9998702_System.String[];HandRight_(1.6, -0.9, -0.7)_(0.2, -0.4, -0.3, 0.8)_1.252726_System.String[];HandRight_(-0.5, -0.4, -0.3)_(-0.1, -0.6, -0.5, 0.6)_0.9998702_System.String[];19.2048;-0.1347;-0.0398
1.0000;0.5777;False;False;-8.7068;-8.7068;-0.1198;-0.1198;-16.5796;-16.5796;359.3918;359.3918;213.1769;213.1769;353.1513;353.1513;-5.7492;-0.0144;-0.0144;-8.7788;-8.7788;-5.7492;155931;71.51989;2174.34;-7.0957;29.8584;1.7525;1.2603;-17.2245;5.3499;352.2361;352.3112;216.7236;264.1961;352.7838;0.2971;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(1.4, -1.0, -0.5)_(0.4, 0.4, -0.7, 0.4)_1.252726_System.String[];HandLeft_(-0.8, -0.4, -0.3)_(0.6, 0.5, -0.4, 0.3)_0.9998702_System.String[];HandRight_(1.6, -0.9, -0.7)_(0.2, -0.4, -0.3, 0.8)_1.252726_System.String[];HandRight_(-0.5, -0.4, -0.3)_(-0.2, -0.6, -0.5, 0.6)_0.9998702_System.String[];19.2751;-0.1411;-0.0250
1.0000;0.5829;False;False;-9.1007;-9.1007;-0.1195;-0.1195;-17.2009;-17.2009;359.4475;359.4475;211.6951;211.6951;353.0141;353.0141;-5.5685;0.0137;0.0137;-9.0229;-9.0229;-5.5685;155936;71.58069;2174.41;-7.4707;29.2786;1.7569;1.2610;-17.7918;5.3303;352.2904;352.3169;215.3137;263.8055;352.6384;0.3172;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(1.4, -1.0, -0.5)_(0.4, 0.4, -0.7, 0.5)_1.252726_System.String[];HandLeft_(-0.8, -0.4, -0.3)_(0.7, 0.5, -0.4, 0.3)_0.9998702_System.String[];HandRight_(1.6, -0.9, -0.7)_(0.2, -0.4, -0.3, 0.8)_1.252726_System.String[];HandRight_(-0.5, -0.4, -0.3)_(-0.2, -0.6, -0.5, 0.5)_0.9998702_System.String[];19.3450;-0.1420;-0.0120
1.0000;0.5873;False;False;-9.4834;-9.4834;-0.1183;-0.1183;-17.8371;-17.8371;359.5261;359.5261;210.0922;210.0922;352.9219;352.9219;-5.4212;0.0198;0.0198;-9.2078;-9.2078;-5.4212;155941;71.63873;2174.48;-7.8414;28.6855;1.7613;1.2617;-18.3834;5.3079;352.3733;352.3233;213.7404;263.5159;352.5435;0.3444;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(1.4, -1.0, -0.5)_(0.4, 0.4, -0.7, 0.4)_1.252726_System.String[];HandLeft_(-0.8, -0.4, -0.3)_(0.7, 0.5, -0.4, 0.3)_0.9998702_System.String[];HandRight_(1.6, -0.9, -0.7)_(0.3, -0.4, -0.3, 0.8)_1.252726_System.String[];HandRight_(-0.5, -0.4, -0.3)_(-0.2, -0.7, -0.5, 0.5)_0.9998702_System.String[];19.4148;-0.1407;0.0000
1.0000;0.5909;False;False;-9.8601;-9.8601;-0.1168;-0.1168;-18.4998;-18.4998;359.5993;359.5993;208.3825;208.3825;352.8483;352.8483;-5.2113;0.0198;0.0198;-9.4588;-9.4588;-5.2113;155946;70.78938;2174.55;-8.2040;28.0832;1.7653;1.2624;-18.9960;5.2835;352.4532;352.3308;212.0536;263.3378;352.4715;0.3780;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(1.4, -1.0, -0.5)_(0.4, 0.4, -0.7, 0.5)_1.252726_System.String[];HandLeft_(-0.8, -0.4, -0.3)_(0.7, 0.5, -0.4, 0.3)_0.9998702_System.String[];HandRight_(1.6, -0.8, -0.7)_(0.3, -0.4, -0.4, 0.8)_1.252726_System.String[];HandRight_(-0.5, -0.4, -0.3)_(-0.2, -0.7, -0.5, 0.5)_0.9998702_System.String[];19.4861;-0.1326;0.0121
1.0000;0.5953;False;False;-10.2112;-10.2112;-0.1155;-0.1155;-19.1546;-19.1546;359.6539;359.6539;206.7119;206.7119;352.7914;352.7914;-5.0522;0.0164;0.0164;-9.6521;-9.6521;-5.0522;155951;72.1343;2174.62;-8.5457;27.4940;1.7687;1.2630;-19.6077;5.2591;352.5150;352.3413;210.3746;263.2763;352.4141;0.4157;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(1.4, -1.0, -0.5)_(0.4, 0.5, -0.7, 0.4)_1.252726_System.String[];HandLeft_(-0.8, -0.4, -0.3)_(0.7, 0.5, -0.4, 0.3)_0.9998702_System.String[];HandRight_(1.6, -0.9, -0.7)_(0.2, -0.4, -0.4, 0.8)_1.252726_System.String[];HandRight_(-0.5, -0.4, -0.3)_(-0.3, -0.6, -0.6, 0.4)_0.9998702_System.String[];19.5547;-0.1177;0.0233
1.0000;0.5999;False;False;-10.5582;-10.5582;-0.1145;-0.1145;-19.8414;-19.8414;359.6880;359.6880;205.0293;205.0293;352.7522;352.7522;-4.8572;0.0106;0.0106;-9.9372;-9.9372;-4.8572;155956;71.81675;2174.69;-8.8821;26.8918;1.7711;1.2636;-20.2478;5.2345;352.5565;352.3523;208.6811;263.3273;352.3727;0.4581;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(1.4, -1.0, -0.5)_(0.3, 0.5, -0.7, 0.4)_1.252726_System.String[];HandLeft_(-0.8, -0.4, -0.3)_(0.7, 0.5, -0.4, 0.3)_0.9998702_System.String[];HandRight_(1.6, -0.9, -0.7)_(0.3, -0.5, -0.4, 0.8)_1.252726_System.String[];HandRight_(-0.5, -0.5, -0.3)_(-0.3, -0.6, -0.6, 0.4)_0.9998702_System.String[];19.6250;-0.0982;0.0269
0.9947;0.6022;False;False;-10.9057;-10.9057;-0.0867;-0.0867;-20.5409;-20.5409;358.5083;358.5083;203.4351;203.4351;355.0775;355.0775;-4.6589;0.3462;0.3462;-10.0712;-10.0712;-4.6589;155961;71.79391;2174.76;-9.1416;26.2976;1.7298;1.2641;-20.8935;5.2113;351.4368;352.3615;206.8075;263.4655;354.3646;0.4968;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(1.4, -1.0, -0.5)_(0.3, 0.5, -0.7, 0.4)_1.252726_System.String[];HandLeft_(-0.8, -0.4, -0.3)_(0.7, 0.5, -0.4, 0.3)_0.9998702_System.String[];HandRight_(1.6, -0.9, -0.7)_(0.2, -0.5, -0.4, 0.7)_1.252726_System.String[];HandRight_(-0.5, -0.5, -0.3)_(-0.3, -0.6, -0.6, 0.4)_0.9998702_System.String[];19.6948;-0.0735;0.0273
0.9258;0.6041;False;False;-11.2311;-11.2311;-0.0712;-0.0712;-21.2524;-21.2524;357.9449;357.9449;202.1766;202.1766;355.9684;355.9684;-4.4643;0.1322;0.1322;-10.2106;-10.2106;-4.4643;155966;71.46747;2174.83;-9.4179;25.7024;1.7114;1.2645;-21.5521;5.1891;350.7200;352.3722;205.3750;263.6593;355.4134;0.5332;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(1.4, -1.0, -0.5)_(0.4, 0.6, -0.6, 0.3)_1.252726_System.String[];HandLeft_(-0.8, -0.4, -0.3)_(0.7, 0.5, -0.4, 0.3)_0.9998702_System.String[];HandRight_(1.6, -0.9, -0.6)_(0.2, -0.5, -0.5, 0.7)_1.252726_System.String[];HandRight_(-0.5, -0.5, -0.3)_(-0.3, -0.6, -0.6, 0.4)_0.9998702_System.String[];19.7649;-0.0424;0.0277
0.7781;0.6060;False;False;-11.5404;-11.5404;-0.0651;-0.0651;-21.9694;-21.9694;357.7524;357.7524;201.1477;201.1477;356.2455;356.2455;-4.3433;0.0516;0.0516;-10.3042;-10.3042;-4.3433;155971;71.90186;2174.90;-9.7143;25.0906;1.7068;1.2647;-22.2445;5.1680;350.4550;352.3834;204.2391;263.8928;355.7595;0.5666;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(1.4, -1.0, -0.5)_(0.5, 0.6, -0.6, 0.2)_1.252726_System.String[];HandLeft_(-0.8, -0.4, -0.3)_(0.7, 0.5, -0.4, 0.3)_0.9998702_System.String[];HandRight_(1.6, -0.9, -0.6)_(0.2, -0.5, -0.5, 0.7)_1.252726_System.String[];HandRight_(-0.5, -0.5, -0.3)_(-0.3, -0.6, -0.6, 0.4)_0.9998702_System.String[];19.8347;-0.0102;0.0287
0.5936;0.6073;False;False;-11.8389;-11.8389;-0.0635;-0.0635;-22.6908;-22.6908;357.7276;357.7276;200.4252;200.4252;356.3365;356.3365;-4.2065;0.0033;0.0033;-10.3696;-10.3696;-4.2065;155976;71.83973;2174.97;-10.0011;24.4976;1.7053;1.2649;-22.9306;5.1494;350.4057;352.3899;203.4540;264.1422;355.8644;0.5943;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(1.3, -1.0, -0.6)_(0.5, 0.6, -0.6, 0.2)_1.252726_System.String[];HandLeft_(-0.8, -0.4, -0.3)_(0.7, 0.5, -0.4, 0.3)_0.9998702_System.String[];HandRight_(1.6, -1.0, -0.6)_(0.2, -0.5, -0.5, 0.6)_1.252726_System.String[];HandRight_(-0.5, -0.5, -0.3)_(-0.3, -0.6, -0.6, 0.4)_0.9998702_System.String[];19.9045;0.0175;0.0295
0.4087;0.6097;False;False;-12.1418;-12.1418;-0.0368;-0.0368;-23.4135;-23.4135;358.8299;358.8299;200.1348;200.1348;358.5490;358.5490;-4.1443;0.3957;0.3957;-10.5322;-10.5322;-4.1443;155981;71.55371;2175.04;-10.2619;23.8798;1.6713;1.2650;-23.7001;5.1325;351.2223;352.3959;202.8078;264.4184;357.8174;0.6218;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(1.3, -1.0, -0.6)_(0.5, 0.6, -0.6, 0.1)_1.252726_System.String[];HandLeft_(-0.8, -0.4, -0.3)_(0.7, 0.5, -0.4, 0.3)_0.9998702_System.String[];HandRight_(1.6, -1.0, -0.6)_(0.1, -0.6, -0.5, 0.6)_1.252726_System.String[];HandRight_(-0.5, -0.5, -0.3)_(-0.3, -0.6, -0.6, 0.4)_0.9998702_System.String[];19.9749;0.0363;0.0295
0.2720;0.6112;False;False;-12.4321;-12.4321;-0.0189;-0.0189;-24.1389;-24.1389;359.5952;359.5952;200.2061;200.2061;359.6404;359.6404;-4.0771;0.1526;0.1526;-10.4990;-10.4990;-4.0771;155986;71.71232;2175.10;-10.5205;23.2899;1.6524;1.2650;-24.4467;5.1190;352.0110;352.4040;202.6712;264.6922;359.1631;0.6444;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(1.3, -1.0, -0.6)_(0.5, 0.6, -0.6, 0.2)_1.252726_System.String[];HandLeft_(-0.8, -0.4, -0.3)_(0.7, 0.5, -0.4, 0.3)_0.9998702_System.String[];HandRight_(1.6, -1.0, -0.6)_(0.0, -0.6, -0.6, 0.6)_1.252726_System.String[];HandRight_(-0.5, -0.5, -0.3)_(-0.3, -0.6, -0.6, 0.4)_0.9998702_System.String[];20.0442;0.0477;0.0295
0.1606;0.6120;False;False;-12.7193;-12.7193;-0.0117;-0.0117;-24.8729;-24.8729;359.9515;359.9515;200.4377;200.4377;-0.0020;-0.0020;-4.0394;0.0584;0.0584;-10.4092;-10.4092;-4.0394;155991;71.07546;2175.18;-10.8025;22.6755;1.6478;1.2650;-25.2045;5.1076;352.4144;352.4073;202.8077;264.9835;359.6377;0.6646;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(1.3, -1.0, -0.6)_(0.6, 0.6, -0.6, 0.2)_1.252726_System.String[];HandLeft_(-0.8, -0.4, -0.3)_(0.7, 0.5, -0.4, 0.3)_0.9998702_System.String[];HandRight_(1.6, -1.0, -0.6)_(0.0, -0.6, -0.6, 0.6)_1.252726_System.String[];HandRight_(-0.5, -0.5, -0.3)_(-0.3, -0.6, -0.6, 0.4)_0.9998702_System.String[];20.1147;0.0526;0.0295
