-0.5156;-0.3072;False;False.1;-49.0059;-49.0059.1;0.0439;0.0439.1;2.8832;2.8832.1;1.7281;1.7281.1;268.5022;268.5022.1;0.0122;0.0122.1;0.0004;-0.0004;-0.0004.1;0.0000;0.0000.1;0.0004.1;146752;63.53282;2045.82;-48.8051;37.9873;1.7080;1.2491;0.9764;-1.8961;354.2360;351.9059;270.9148;81.3523;359.7697;0.0272;LeftFalse_RightFalse;LeftFalse_RightTrue;HandLeft_(1.4, -1.0, -0.6)_(0.6, 0.7, -0.2, 0.2)_1.252726_System.String[];HandLeft_(-0.8, -0.4, -0.3)_(0.6, 0.5, -0.5, 0.3)_0.9998702_System.String[];HandRight_(1.6, -1.1, -0.5)_(-0.2, -0.4, -0.2, 0.9)_1.252726_System.String[];HandRight_(-0.5, -0.4, -0.3)_(-0.4, -0.6, -0.5, 0.4)_0.9998702_System.String[];46.1437;-0.0390;-0.0111
1.0000;0.6023;False;False;68.3277;68.3277;-0.0153;-0.0153;11.2621;11.2621;359.7787;359.7787;240.5966;240.5966;0.5588;0.5588;-7.9460;-0.0005;-0.0005;-4.4551;-4.4551;-7.9460;155170;71.72461;2163.68;69.5680;97.1604;1.6246;1.2551;9.7503;53.4379;352.2625;352.3948;242.7135;202.4244;0.2350;0.5004;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(1.5, -0.9, -0.6)_(0.6, 0.4, -0.6, -0.4)_1.252726_System.String[];HandLeft_(-0.8, -0.4, -0.3)_(0.7, 0.5, -0.5, 0.3)_0.9998702_System.String[];HandRight_(1.6, -1.0, -0.6)_(-0.3, -0.5, -0.6, 0.5)_1.252726_System.String[];HandRight_(-0.5, -0.4, -0.3)_(-0.2, -0.6, -0.5, 0.5)_0.9998702_System.String[];8.6218;0.1032;-0.0146
1.0000;0.6056;False;False;67.7726;67.7726;-0.0153;-0.0153;10.9560;10.9560;359.7780;359.7780;241.7546;241.7546;0.5670;0.5670;-8.1055;-0.0005;-0.0005;-4.3821;-4.3821;-8.1055;155175;72.48654;2163.75;68.9699;96.9884;1.6242;1.2551;9.4125;53.0882;352.2614;352.3940;243.9091;202.3216;0.2455;0.5021;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(1.4, -0.9, -0.6)_(0.6, 0.4, -0.6, -0.4)_1.252726_System.String[];HandLeft_(-0.8, -0.4, -0.3)_(0.7, 0.5, -0.5, 0.3)_0.9998702_System.String[];HandRight_(1.6, -1.0, -0.6)_(-0.3, -0.6, -0.6, 0.5)_1.252726_System.String[];HandRight_(-0.5, -0.4, -0.3)_(-0.2, -0.6, -0.5, 0.5)_0.9998702_System.String[];8.6909;0.0910;-0.0124
1.0000;0.6111;False;False;67.1944;67.1944;-0.0153;-0.0153;10.6499;10.6499;359.7772;359.7772;242.8538;242.8538;0.5641;0.5641;-8.3106;-0.0005;-0.0005;-4.2918;-4.2918;-8.3106;155180;71.63676;2163.82;68.3730;96.8185;1.6242;1.2551;9.0901;52.7417;352.2607;352.3933;245.0046;202.2307;0.2445;0.5046;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(1.4, -0.9, -0.6)_(0.6, 0.4, -0.6, -0.3)_1.252726_System.String[];HandLeft_(-0.8, -0.4, -0.3)_(0.7, 0.5, -0.5, 0.3)_0.9998702_System.String[];HandRight_(1.6, -1.0, -0.6)_(-0.3, -0.6, -0.6, 0.5)_1.252726_System.String[];HandRight_(-0.5, -0.4, -0.3)_(-0.2, -0.6, -0.5, 0.5)_0.9998702_System.String[];8.7615;0.0781;-0.0081
1.0000;0.6175;False;False;66.6085;66.6085;-0.0154;-0.0154;10.3518;10.3518;359.7763;359.7763;243.8435;243.8435;0.5518;0.5518;-8.4597;-0.0005;-0.0005;-4.2280;-4.2280;-8.4597;155185;72.02544;2163.89;67.7478;96.6418;1.6245;1.2551;8.7660;52.3808;352.2602;352.3926;246.0364;202.1548;0.2333;0.5088;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(1.4, -0.9, -0.6)_(0.6, 0.4, -0.6, -0.3)_1.252726_System.String[];HandLeft_(-0.8, -0.4, -0.3)_(0.7, 0.5, -0.5, 0.3)_0.9998702_System.String[];HandRight_(1.6, -1.0, -0.6)_(-0.3, -0.6, -0.5, 0.6)_1.252726_System.String[];HandRight_(-0.5, -0.4, -0.3)_(-0.2, -0.6, -0.5, 0.5)_0.9998702_System.String[];8.8315;0.0689;0.0041
1.0000;0.6248;False;False;66.0156;66.0156;-0.0154;-0.0154;10.0610;10.0610;359.7755;359.7755;244.7323;244.7323;0.5336;0.5336;-8.6535;-0.0005;-0.0005;-4.1453;-4.1453;-8.6535;155190;72.4049;2163.96;67.1375;96.4697;1.6251;1.2551;8.4621;52.0305;352.2600;352.3922;246.9313;202.1246;0.2159;0.5183;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(1.4, -0.9, -0.6)_(0.6, 0.4, -0.6, -0.3)_1.252726_System.String[];HandLeft_(-0.8, -0.4, -0.3)_(0.7, 0.5, -0.4, 0.2)_0.9998702_System.String[];HandRight_(1.6, -1.0, -0.6)_(-0.3, -0.6, -0.5, 0.6)_1.252726_System.String[];HandRight_(-0.5, -0.4, -0.3)_(-0.2, -0.7, -0.6, 0.5)_0.9998702_System.String[];8.9009;0.0645;0.0149
1.0000;0.6304;False;False;65.4101;65.4101;-0.0154;-0.0154;9.7748;9.7748;359.7746;359.7746;245.5493;245.5493;0.5141;0.5141;-8.7966;-0.0005;-0.0005;-4.0816;-4.0816;-8.7966;155195;72.36405;2164.03;66.5116;96.2933;1.6257;1.2552;8.1617;51.6735;352.2600;352.3919;247.7603;202.1543;0.1961;0.5318;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(1.4, -0.9, -0.6)_(0.6, 0.4, -0.6, -0.3)_1.252726_System.String[];HandLeft_(-0.8, -0.4, -0.3)_(0.7, 0.5, -0.5, 0.3)_0.9998702_System.String[];HandRight_(1.6, -1.0, -0.6)_(-0.3, -0.6, -0.5, 0.6)_1.252726_System.String[];HandRight_(-0.5, -0.4, -0.3)_(-0.3, -0.6, -0.6, 0.4)_0.9998702_System.String[];8.9702;0.0637;0.0164
1.0000;0.6330;False;False;64.7870;64.7870;-0.0155;-0.0155;9.4910;9.4910;359.7739;359.7739;246.3332;246.3332;0.4961;0.4961;-8.9840;-0.0005;-0.0005;-3.9952;-3.9952;-8.9840;155200;71.89624;2164.10;65.8704;96.1126;1.6263;1.2553;7.8654;51.3101;352.2600;352.3913;248.5482;202.2275;0.1776;0.5431;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(1.4, -0.9, -0.6)_(0.6, 0.4, -0.6, -0.3)_1.252726_System.String[];HandLeft_(-0.8, -0.4, -0.3)_(0.7, 0.5, -0.4, 0.3)_0.9998702_System.String[];HandRight_(1.6, -0.9, -0.6)_(-0.3, -0.6, -0.5, 0.6)_1.252726_System.String[];HandRight_(-0.5, -0.4, -0.3)_(-0.3, -0.6, -0.6, 0.4)_0.9998702_System.String[];9.0405;0.0625;0.0162
1.0000;0.6358;False;False;64.1540;64.1540;-0.0155;-0.0155;9.2132;9.2132;359.7732;359.7732;247.0895;247.0895;0.4795;0.4795;-9.1210;-0.0005;-0.0005;-3.9329;-3.9329;-9.1210;155205;71.88377;2164.17;65.2172;95.9290;1.6268;1.2553;7.5744;50.9424;352.2600;352.3905;249.3113;202.3214;0.1608;0.5512;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(1.4, -0.9, -0.6)_(0.6, 0.4, -0.6, -0.3)_1.252726_System.String[];HandLeft_(-0.8, -0.4, -0.3)_(0.7, 0.5, -0.4, 0.3)_0.9998702_System.String[];HandRight_(1.6, -0.9, -0.6)_(-0.3, -0.6, -0.5, 0.6)_1.252726_System.String[];HandRight_(-0.5, -0.4, -0.3)_(-0.3, -0.6, -0.6, 0.4)_0.9998702_System.String[];9.1104;0.0589;0.0158
1.0000;0.6385;False;False;63.5074;63.5074;-0.0155;-0.0155;8.9392;8.9392;359.7725;359.7725;247.8206;247.8206;0.4621;0.4621;-9.2981;-0.0005;-0.0005;-3.8562;-3.8562;-9.2981;155210;71.69881;2164.24;64.5420;95.7394;1.6273;1.2553;7.2844;50.5645;352.2600;352.3896;250.0596;202.4262;0.1432;0.5570;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(1.4, -0.9, -0.6)_(0.6, 0.4, -0.6, -0.3)_1.252726_System.String[];HandLeft_(-0.8, -0.4, -0.3)_(0.7, 0.5, -0.4, 0.3)_0.9998702_System.String[];HandRight_(1.6, -0.9, -0.6)_(-0.3, -0.6, -0.5, 0.6)_1.252726_System.String[];HandRight_(-0.5, -0.4, -0.3)_(-0.2, -0.6, -0.6, 0.4)_0.9998702_System.String[];9.1807;0.0517;0.0149
1.0000;0.6423;False;False;62.8562;62.8562;-0.0156;-0.0156;8.6721;8.6721;359.7718;359.7718;248.4965;248.4965;0.4415;0.4415;-9.4252;-0.0005;-0.0005;-3.8089;-3.8089;-9.4252;155215;71.93608;2164.31;63.8791;95.5534;1.6280;1.2553;7.0091;50.1950;352.2601;352.3887;250.7427;202.5296;0.1237;0.5611;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(1.4, -0.9, -0.6)_(0.6, 0.4, -0.6, -0.3)_1.252726_System.String[];HandLeft_(-0.8, -0.4, -0.3)_(0.7, 0.5, -0.4, 0.3)_0.9998702_System.String[];HandRight_(1.6, -0.9, -0.6)_(-0.3, -0.6, -0.5, 0.6)_1.252726_System.String[];HandRight_(-0.5, -0.4, -0.3)_(-0.3, -0.6, -0.6, 0.4)_0.9998702_System.String[];9.2505;0.0397;0.0139
1.0000;0.6448;False;False;62.1883;62.1883;-0.0156;-0.0156;8.4057;8.4057;359.7709;359.7709;249.0972;249.0972;0.4142;0.4142;-9.5879;-0.0005;-0.0005;-3.7585;-3.7585;-9.5879;155220;71.41139;2164.38;63.2005;95.3625;1.6288;1.2553;6.7357;49.8173;352.2604;352.3878;251.3577;202.6321;0.0974;0.5639;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(1.4, -0.9, -0.6)_(0.6, 0.4, -0.6, -0.2)_1.252726_System.String[];HandLeft_(-0.8, -0.4, -0.3)_(0.7, 0.5, -0.4, 0.3)_0.9998702_System.String[];HandRight_(1.6, -0.9, -0.6)_(-0.2, -0.5, -0.5, 0.7)_1.252726_System.String[];HandRight_(-0.5, -0.4, -0.3)_(-0.3, -0.6, -0.6, 0.4)_0.9998702_System.String[];9.3208;0.0298;0.0131
1.0000;0.6447;False;False;61.5209;61.5209;-0.0156;-0.0156;8.1463;8.1463;359.7701;359.7701;249.5945;249.5945;0.3837;0.3837;-9.7065;-0.0005;-0.0005;-3.7255;-3.7255;-9.7065;155225;72.27384;2164.45;62.5079;95.1671;1.6298;1.2553;6.4643;49.4320;352.2608;352.3869;251.8853;202.7322;0.0665;0.5659;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(1.4, -0.9, -0.6)_(0.6, 0.4, -0.7, -0.2)_1.252726_System.String[];HandLeft_(-0.8, -0.4, -0.3)_(0.7, 0.5, -0.4, 0.3)_0.9998702_System.String[];HandRight_(1.6, -0.9, -0.6)_(-0.2, -0.5, -0.5, 0.7)_1.252726_System.String[];HandRight_(-0.5, -0.4, -0.3)_(-0.2, -0.6, -0.6, 0.5)_0.9998702_System.String[];9.3899;0.0262;0.0129
1.0000;0.6446;False;False;60.8277;60.8277;-0.0157;-0.0157;7.8834;7.8834;359.7693;359.7693;250.0314;250.0314;0.3540;0.3540;-9.8637;-0.0005;-0.0005;-3.6775;-3.6775;-9.8637;155230;71.19196;2164.52;61.8130;94.9704;1.6308;1.2553;6.1990;49.0457;352.2612;352.3861;252.3289;202.8287;0.0362;0.5675;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(1.4, -0.9, -0.6)_(0.6, 0.4, -0.7, -0.2)_1.252726_System.String[];HandLeft_(-0.8, -0.4, -0.3)_(0.7, 0.5, -0.4, 0.3)_0.9998702_System.String[];HandRight_(1.6, -0.9, -0.6)_(-0.2, -0.5, -0.5, 0.7)_1.252726_System.String[];HandRight_(-0.5, -0.4, -0.3)_(-0.2, -0.6, -0.6, 0.5)_0.9998702_System.String[];9.4609;0.0319;0.0129
1.0000;0.6446;False;False;60.1369;60.1369;-0.0157;-0.0157;7.6285;7.6285;359.7686;359.7686;250.4442;250.4442;0.3340;0.3340;-9.9833;-0.0005;-0.0005;-3.6301;-3.6301;-9.9833;155235;71.98291;2164.59;61.1049;94.7697;1.6315;1.2553;5.9355;48.6532;352.2614;352.3854;252.7457;202.9250;0.0133;0.5688;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(1.4, -0.9, -0.6)_(0.6, 0.4, -0.6, -0.2)_1.252726_System.String[];HandLeft_(-0.8, -0.4, -0.3)_(0.7, 0.5, -0.4, 0.3)_0.9998702_System.String[];HandRight_(1.6, -0.9, -0.6)_(-0.2, -0.5, -0.5, 0.7)_1.252726_System.String[];HandRight_(-0.5, -0.4, -0.3)_(-0.2, -0.6, -0.6, 0.5)_0.9998702_System.String[];9.5305;0.0454;0.0125
1.0000;0.6446;False;False;59.4300;59.4300;-0.0157;-0.0157;7.3757;7.3757;359.7681;359.7681;250.9216;250.9216;0.3289;0.3289;-10.1451;-0.0005;-0.0005;-3.5485;-3.5485;-10.1451;155240;71.64719;2164.66;60.3884;94.5671;1.6317;1.2553;5.6763;48.2584;352.2612;352.3849;253.2070;203.0196;0.0055;0.5697;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(1.4, -0.9, -0.6)_(0.7, 0.4, -0.6, -0.2)_1.252726_System.String[];HandLeft_(-0.8, -0.4, -0.3)_(0.7, 0.5, -0.4, 0.3)_0.9998702_System.String[];HandRight_(1.6, -0.9, -0.6)_(-0.2, -0.5, -0.5, 0.7)_1.252726_System.String[];HandRight_(-0.5, -0.4, -0.3)_(-0.2, -0.6, -0.6, 0.5)_0.9998702_System.String[];9.6008;0.0605;0.0106
1.0000;0.6432;False;False;58.7261;58.7261;-0.0158;-0.0158;7.1331;7.1331;359.7679;359.7679;251.5044;251.5044;0.3388;0.3388;-10.2675;-0.0005;-0.0005;-3.4736;-3.4736;-10.2675;155245;72.79085;2164.73;59.6600;94.3623;1.6314;1.2553;5.4211;47.8607;352.2607;352.3844;253.7716;203.1085;0.0127;0.5693;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(1.4, -0.9, -0.6)_(0.7, 0.4, -0.6, -0.2)_1.252726_System.String[];HandLeft_(-0.8, -0.4, -0.3)_(0.7, 0.5, -0.5, 0.3)_0.9998702_System.String[];HandRight_(1.6, -1.0, -0.6)_(-0.3, -0.6, -0.5, 0.6)_1.252726_System.String[];HandRight_(-0.5, -0.4, -0.3)_(-0.2, -0.6, -0.6, 0.5)_0.9998702_System.String[];9.6699;0.0727;0.0067
1.0000;0.6411;False;False;57.9892;57.9892;-0.0168;-0.0168;6.8883;6.8883;359.8134;359.8134;252.2527;252.2527;0.2677;0.2677;-10.3362;-0.0863;-0.0863;-3.3409;-3.3409;-10.3362;155250;70.68398;2164.80;58.9283;94.1583;1.6314;1.2553;5.1745;47.4650;352.2746;352.3838;254.4665;203.1809;0.0045;0.5668;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(1.4, -0.9, -0.6)_(0.7, 0.4, -0.6, -0.3)_1.252726_System.String[];HandLeft_(-0.8, -0.4, -0.3)_(0.7, 0.5, -0.5, 0.3)_0.9998702_System.String[];HandRight_(1.6, -1.0, -0.6)_(-0.3, -0.6, -0.5, 0.6)_1.252726_System.String[];HandRight_(-0.5, -0.4, -0.3)_(-0.2, -0.6, -0.6, 0.5)_0.9998702_System.String[];9.7412;0.0795;0.0017
1.0000;0.6399;False;False;57.2765;57.2765;-0.0261;-0.0261;6.6581;6.6581;0.2551;0.2551;253.0311;253.0311;359.5846;359.5846;-10.2446;-0.1895;-0.1895;-3.1613;-3.1613;-10.2446;155255;71.33319;2164.87;58.1522;93.9437;1.6443;1.2552;4.9369;47.0493;352.6621;352.3832;255.3494;203.2312;359.4387;0.5618;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(1.4, -0.9, -0.6)_(0.7, 0.4, -0.6, -0.3)_1.252726_System.String[];HandLeft_(-0.8, -0.4, -0.3)_(0.7, 0.5, -0.5, 0.3)_0.9998702_System.String[];HandRight_(1.6, -1.0, -0.6)_(-0.3, -0.6, -0.5, 0.5)_1.252726_System.String[];HandRight_(-0.5, -0.4, -0.3)_(-0.2, -0.6, -0.6, 0.5)_0.9998702_System.String[];9.8108;0.0883;-0.0022
1.0000;0.6386;False;False;56.5626;56.5626;-0.0393;-0.0393;6.4381;6.4381;0.8689;0.8689;253.8661;253.8661;358.7720;358.7720;-10.3034;-0.1536;-0.1536;-2.9721;-2.9721;-10.3034;155260;71.57421;2164.94;57.4010;93.7350;1.6614;1.2552;4.7271;46.6445;353.3188;352.3826;256.2468;203.2509;358.6021;0.5554;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(1.4, -0.9, -0.6)_(0.7, 0.4, -0.5, -0.3)_1.252726_System.String[];HandLeft_(-0.8, -0.4, -0.3)_(0.7, 0.5, -0.5, 0.3)_0.9998702_System.String[];HandRight_(1.6, -1.0, -0.6)_(-0.3, -0.6, -0.5, 0.5)_1.252726_System.String[];HandRight_(-0.5, -0.4, -0.3)_(-0.2, -0.6, -0.6, 0.5)_0.9998702_System.String[];9.8811;0.1039;-0.0041
1.0000;0.6381;False;False;55.8394;55.8394;-0.0484;-0.0484;6.2330;6.2330;1.2703;1.2703;254.9962;254.9962;358.3456;358.3456;-10.4017;-0.1060;-0.1060;-2.7977;-2.7977;-10.4017;155265;70.36778;2165.01;56.6541;93.5278;1.6684;1.2551;4.5227;46.2423;353.7716;352.3821;257.3393;203.2477;358.1494;0.5493;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(1.4, -0.9, -0.6)_(0.7, 0.4, -0.5, -0.3)_1.252726_System.String[];HandLeft_(-0.8, -0.4, -0.3)_(0.7, 0.5, -0.5, 0.3)_0.9998702_System.String[];HandRight_(1.6, -1.0, -0.6)_(-0.3, -0.6, -0.6, 0.5)_1.252726_System.String[];HandRight_(-0.5, -0.4, -0.3)_(-0.2, -0.6, -0.6, 0.5)_0.9998702_System.String[];9.9512;0.1189;-0.0042
1.0000;0.6382;False;False;55.1131;55.1131;-0.0544;-0.0544;6.0445;6.0445;1.5042;1.5042;256.3734;256.3734;358.1031;358.1031;-10.5165;-0.0752;-0.0752;-2.5492;-2.5492;-10.5165;155270;70.38937;2165.08;55.8736;93.3126;1.6717;1.2551;4.3210;45.8240;354.0540;352.3817;258.7073;203.2301;357.8828;0.5441;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(1.4, -0.9, -0.6)_(0.7, 0.4, -0.5, -0.3)_1.252726_System.String[];HandLeft_(-0.8, -0.4, -0.3)_(0.7, 0.5, -0.5, 0.3)_0.9998702_System.String[];HandRight_(1.6, -1.0, -0.6)_(-0.3, -0.6, -0.6, 0.5)_1.252726_System.String[];HandRight_(-0.5, -0.4, -0.3)_(-0.2, -0.6, -0.6, 0.5)_0.9998702_System.String[];10.0208;0.1320;-0.0042
1.0000;0.6376;False;False;54.3769;54.3769;-0.0591;-0.0591;5.8721;5.8721;1.5988;1.5988;257.9734;257.9734;357.9776;357.9776;-10.5942;-0.0609;-0.0609;-2.3335;-2.3335;-10.5942;155275;70.66578;2165.15;55.0804;93.0948;1.6717;1.2551;4.1312;45.4004;354.1811;352.3813;260.2936;203.2045;357.7404;0.5400;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(1.5, -0.9, -0.6)_(0.7, 0.4, -0.5, -0.4)_1.252726_System.String[];HandLeft_(-0.8, -0.4, -0.3)_(0.7, 0.5, -0.5, 0.3)_0.9998702_System.String[];HandRight_(1.6, -1.0, -0.6)_(-0.3, -0.6, -0.6, 0.5)_1.252726_System.String[];HandRight_(-0.5, -0.4, -0.3)_(-0.2, -0.6, -0.5, 0.5)_0.9998702_System.String[];10.0906;0.1415;-0.0042
1.0000;0.6372;False;False;53.6333;53.6333;-0.0682;-0.0682;5.7138;5.7138;1.4243;1.4243;259.8001;259.8001;357.4868;357.4868;-10.6980;-0.1689;-0.1689;-2.0341;-2.0341;-10.6980;155280;70.58478;2165.22;54.2871;92.8778;1.6760;1.2550;3.9664;44.9780;354.0970;352.3810;262.1147;203.1752;357.3590;0.5366;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(1.5, -0.9, -0.6)_(0.7, 0.4, -0.5, -0.4)_1.252726_System.String[];HandLeft_(-0.8, -0.4, -0.3)_(0.7, 0.5, -0.5, 0.3)_0.9998702_System.String[];HandRight_(1.6, -1.0, -0.6)_(-0.3, -0.5, -0.6, 0.5)_1.252726_System.String[];HandRight_(-0.5, -0.4, -0.3)_(-0.2, -0.6, -0.6, 0.5)_0.9998702_System.String[];10.1604;0.1436;-0.0042
1.0000;0.6366;False;False;52.8838;52.8838;-0.0799;-0.0799;5.5763;5.5763;1.0885;1.0885;261.7180;261.7180;356.8541;356.8541;-10.7854;-0.1688;-0.1688;-1.7466;-1.7466;-10.7854;155285;70.95161;2165.29;53.4778;92.6566;1.6839;1.2550;3.8276;44.5470;353.8042;352.3807;264.1292;203.1433;356.6976;0.5337;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(1.5, -0.9, -0.6)_(0.7, 0.4, -0.5, -0.4)_1.252726_System.String[];HandLeft_(-0.8, -0.4, -0.3)_(0.7, 0.5, -0.5, 0.3)_0.9998702_System.String[];HandRight_(1.6, -1.0, -0.6)_(-0.3, -0.5, -0.6, 0.5)_1.252726_System.String[];HandRight_(-0.5, -0.4, -0.3)_(-0.2, -0.6, -0.6, 0.5)_0.9998702_System.String[];10.2302;0.1436;-0.0042
1.0000;0.6351;False;False;52.1094;52.1094;-0.0899;-0.0899;5.4611;5.4611;0.7031;0.7031;263.6786;263.6786;356.3912;356.3912;-10.8580;0.4188;0.4188;-1.3899;-1.3899;-10.8580;155290;70.00169;2165.36;52.6691;92.4356;1.6894;1.2550;3.7137;44.1156;353.4887;352.3804;266.1277;203.1104;356.1192;0.5313;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(1.5, -0.9, -0.6)_(0.7, 0.4, -0.5, -0.4)_1.252726_System.String[];HandLeft_(-0.8, -0.4, -0.3)_(0.6, 0.5, -0.5, 0.3)_0.9998702_System.String[];HandRight_(1.6, -1.0, -0.6)_(-0.3, -0.5, -0.6, 0.5)_1.252726_System.String[];HandRight_(-0.5, -0.4, -0.3)_(-0.2, -0.6, -0.6, 0.5)_0.9998702_System.String[];10.3013;0.1436;-0.0042
1.0000;0.6328;False;False;51.3521;51.3521;-0.0695;-0.0695;5.3807;5.3807;359.1490;359.1490;265.3683;265.3683;358.2271;358.2271;-10.8419;0.1805;0.1805;-1.2168;-1.2168;-10.8419;155295;71.14715;2165.43;51.8908;92.2122;1.6498;1.2550;3.5710;43.6792;351.9946;352.3802;267.7184;203.0765;357.6577;0.5293;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(1.5, -0.9, -0.6)_(0.7, 0.4, -0.5, -0.4)_1.252726_System.String[];HandLeft_(-0.8, -0.4, -0.3)_(0.6, 0.5, -0.5, 0.3)_0.9998702_System.String[];HandRight_(1.6, -1.0, -0.6)_(-0.3, -0.5, -0.6, 0.5)_1.252726_System.String[];HandRight_(-0.5, -0.4, -0.3)_(-0.2, -0.7, -0.5, 0.5)_0.9998702_System.String[];10.3701;0.1432;-0.0042
1.0000;0.6303;False;False;50.5867;50.5867;-0.0623;-0.0623;5.3075;5.3075;358.3423;358.3423;266.8713;266.8713;358.6432;358.6432;-10.8545;0.0283;0.0283;-0.8766;-0.8766;-10.8545;155300;70.70183;2165.50;51.1113;91.9892;1.6361;1.2550;3.4700;43.2428;351.0415;352.3801;269.1689;203.0424;358.2107;0.5278;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(1.5, -0.9, -0.6)_(0.7, 0.3, -0.5, -0.4)_1.252726_System.String[];HandLeft_(-0.8, -0.4, -0.3)_(0.6, 0.5, -0.5, 0.3)_0.9998702_System.String[];HandRight_(1.6, -1.0, -0.6)_(-0.3, -0.5, -0.6, 0.5)_1.252726_System.String[];HandRight_(-0.5, -0.4, -0.3)_(-0.2, -0.7, -0.5, 0.5)_0.9998702_System.String[];10.4402;0.1367;-0.0042
1.0000;0.6305;False;False;49.8232;49.8232;-0.0618;-0.0618;5.2548;5.2548;357.9809;357.9809;268.3218;268.3218;358.6188;358.6188;-10.8987;-0.0159;-0.0159;-0.5949;-0.5949;-10.8987;155305;70.79382;2165.57;50.3099;91.7618;1.6347;1.2549;3.4032;42.7974;350.6021;352.3800;270.6272;203.0074;358.2217;0.5265;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(1.5, -0.9, -0.6)_(0.7, 0.4, -0.5, -0.4)_1.252726_System.String[];HandLeft_(-0.8, -0.4, -0.3)_(0.6, 0.5, -0.5, 0.3)_0.9998702_System.String[];HandRight_(1.6, -1.0, -0.6)_(-0.3, -0.5, -0.6, 0.5)_1.252726_System.String[];HandRight_(-0.5, -0.4, -0.3)_(-0.2, -0.7, -0.5, 0.5)_0.9998702_System.String[];10.5103;0.1203;-0.0042
1.0000;0.6329;False;False;49.0564;49.0564;-0.0350;-0.0350;5.2321;5.2321;358.9196;358.9196;270.0448;270.0448;0.6839;0.6839;-11.0134;0.2854;0.2854;-0.3997;-0.3997;-11.0134;155310;70.30374;2165.64;49.4760;91.5352;1.6029;1.2549;3.3178;42.3526;351.2141;352.3800;272.0255;202.9723;359.9619;0.5255;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(1.4, -0.9, -0.6)_(0.7, 0.3, -0.5, -0.4)_1.252726_System.String[];HandLeft_(-0.8, -0.4, -0.3)_(0.6, 0.5, -0.5, 0.3)_0.9998702_System.String[];HandRight_(1.6, -1.0, -0.6)_(-0.3, -0.5, -0.6, 0.5)_1.252726_System.String[];HandRight_(-0.5, -0.4, -0.3)_(-0.2, -0.7, -0.5, 0.5)_0.9998702_System.String[];10.5806;0.0961;-0.0042
1.0000;0.6360;False;False;48.2907;48.2907;-0.0201;-0.0201;5.2140;5.2140;359.4981;359.4981;271.8641;271.8641;1.3813;1.3813;-11.0355;0.1322;0.1322;-0.2174;-0.2174;-11.0355;155315;70.36689;2165.71;48.6295;91.3069;1.5908;1.2549;3.2639;41.9040;351.8578;352.3800;273.7231;202.9370;0.9754;0.5247;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(1.4, -0.9, -0.6)_(0.6, 0.4, -0.6, -0.3)_1.252726_System.String[];HandLeft_(-0.8, -0.4, -0.3)_(0.6, 0.5, -0.5, 0.3)_0.9998702_System.String[];HandRight_(1.6, -1.0, -0.6)_(-0.3, -0.6, -0.5, 0.5)_1.252726_System.String[];HandRight_(-0.5, -0.4, -0.3)_(-0.2, -0.7, -0.5, 0.5)_0.9998702_System.String[];10.6504;0.0557;-0.0042
