ScenarioTime;ThrottleA;ThrottleB;CarPosXA;CarPosXB;CarPosZA;CarPosZB;SteerA;SteerB
0.0;-0.5351;-0.0714;81.0718;79.7126;-75.7702;87.5488;0.006;0.0025
0.0527;-0.5312;-0.0595;81.0712;79.7121;-75.7701;87.5485;0.006;0.0025
0.0942;-0.5195;-0.0397;81.0709;79.7118;-75.7701;87.5483;0.006;0.0025
0.136;-0.5078;-0.0198;81.0706;79.7115;-75.77;87.5482;0.006;0.0025
0.1777;-0.5039;0.0;81.0704;79.7113;-75.77;87.5481;0.006;0.0025
0.2195;-0.5;0.0;81.0702;79.7111;-75.77;87.548;0.006;0.0025
0.2612;-0.4801;0.0;81.0701;79.711;-75.77;87.5479;0.006;0.0025
0.303;-0.4682;0.0;81.07;79.7109;-75.77;87.5479;0.006;0.0025
0.3455;-0.4285;0.0;81.07;79.7109;-75.77;87.5478;0.006;0.0025
0.3872;-0.3809;0.0;81.07;79.7108;-75.77;87.5478;0.006;0.0025
0.4292;-0.3333;0.0;81.07;79.7108;-75.77;87.5478;0.006;0.0025
0.4709;-0.2619;0.0;81.07;79.7108;-75.77;87.5478;0.006;0.0025
0.5127;-0.1706;0.0;81.07;79.7107;-75.77;87.5477;0.006;0.0016
0.5542;-0.0873;0.0;81.07;79.7107;-75.77;87.5477;0.006;0.0011
0.5959;-0.0278;0.0;81.07;79.7107;-75.77;87.5477;0.006;0.0005
0.6379;0.0;0.0;81.07;79.7107;-75.77;87.5477;0.006;0.0
0.6797;0.0;0.0;81.07;79.7106;-75.77;87.5477;0.006;-0.0001
0.7212;0.0;0.0;81.07;79.7106;-75.77;87.5477;0.006;-0.0001
0.7632;0.0;0.0;81.0701;79.7106;-75.77;87.5477;0.0057;-0.0001
0.8047;0.0;0.0;81.0702;79.7105;-75.77;87.5476;0.004;-0.0001
0.8464;0.0;0.0;81.0703;79.7104;-75.77;87.5476;0.0001;-0.0001
0.8882;0.0;0.0;81.0704;79.7104;-75.77;87.5476;-0.0063;-0.0001
0.9299;0.0;0.0;81.0705;79.7104;-75.7701;87.5476;-0.015;-0.0001
0.9717;0.0;0.0;81.0706;79.7104;-75.7701;87.5475;-0.0257;-0.0001
1.0134;0.0;0.0078;81.0708;79.7104;-75.7701;87.5475;-0.0376;-0.0001
1.0552;0.0;0.0268;81.0709;79.7104;-75.7701;87.5475;-0.0501;-0.0001
1.0969;0.0;0.0521;81.0711;79.7103;-75.7702;87.5475;-0.0626;-0.0001
1.1387;0.0;0.0827;81.0713;79.7101;-75.7702;87.5474;-0.0751;-0.0001
1.1809;0.0;0.1165;81.0716;79.7096;-75.7702;87.5471;-0.0854;-0.0001
1.2231;0.0;0.1507;81.0719;79.7087;-75.7703;87.5467;-0.0927;-0.0009
1.2651;0.0;0.1831;81.0721;79.7074;-75.7703;87.546;-0.0957;-0.0028
1.3069;0.0;0.2136;81.0724;79.7055;-75.7703;87.5449;-0.0958;-0.0065
1.3486;0.0;0.2411;81.0726;79.7029;-75.7704;87.5436;-0.0951;-0.0121
1.3904;0.0;0.2651;81.0729;79.6995;-75.7704;87.5417;-0.0945;-0.0204
1.4321;0.0;0.2873;81.0733;79.6952;-75.7704;87.5393;-0.0945;-0.0301
1.4741;0.0;0.3077;81.0735;79.6898;-75.7705;87.5364;-0.0945;-0.0397
1.5159;0.0;0.3259;81.0739;79.6834;-75.7705;87.5329;-0.0945;-0.0471
1.5574;0.0;0.3431;81.0742;79.676;-75.7706;87.5287;-0.0945;-0.0509
1.5994;0.0;0.3621;81.0746;79.6674;-75.7706;87.5239;-0.0945;-0.0509
1.6414;0.0;0.3809;81.075;79.6574;-75.7707;87.5183;-0.0945;-0.0488
1.6831;0.0;0.4004;81.0754;79.6462;-75.7707;87.512;-0.0945;-0.0473
1.7249;0.0;0.4204;81.0758;79.6337;-75.7707;87.5049;-0.0945;-0.0463
1.7666;0.0;0.4384;81.0762;79.6197;-75.7708;87.4971;-0.0945;-0.0454
1.8081;0.0;0.4548;81.0766;79.6043;-75.7709;87.4884;-0.0945;-0.0441
1.8503;0.0;0.4681;81.0771;79.587;-75.7709;87.4787;-0.0945;-0.0423
1.8921;0.0;0.4793;81.0775;79.5683;-75.771;87.4682;-0.0945;-0.0402
