Path;Validity
C:\Users\farla\Documents\Summer2023\XCData\CrossCultureResearch\Pilot Study Data\test-runs\8th\csv\CSVScenario-CP1_Session-8th_2022-05-18-14-03-33.csv;False
C:\Users\farla\Documents\Summer2023\XCData\CrossCultureResearch\Pilot Study Data\test-runs\fdx\csv\CSVScenario-CP1_Session-fdx_2022-05-17-17-48-55.csv;False
C:\Users\farla\Documents\Summer2023\XCData\CrossCultureResearch\Pilot Study Data\test-runs\help\csv\CSVScenario-CP1_Session-help_2022-05-17-17-39-13.csv;False
C:\Users\farla\Documents\Summer2023\XCData\CrossCultureResearch\Pilot Study Data\test-runs\hope\csv\CSVScenario-CP1_Session-hope_2022-05-17-15-05-14.csv;False
C:\Users\farla\Documents\Summer2023\XCData\CrossCultureResearch\XC-CleanedData\ISR01\Simulator outputs\csv\CSVScenario-CP1_Session-isr01_2022-05-31-11-44-09.csv;True
C:\Users\farla\Documents\Summer2023\XCData\CrossCultureResearch\XC-CleanedData\ISR02\Simulator outputs\csv\CSVScenario-CP1_Session-ISR02_2022-05-31-15-21-40.csv;True
C:\Users\farla\Documents\Summer2023\XCData\CrossCultureResearch\XC-CleanedData\ISR03\Simulator outputs\csv\CSVScenario-CP1_Session-ISR03_2022-06-01-10-31-21.csv;True
C:\Users\farla\Documents\Summer2023\XCData\CrossCultureResearch\XC-CleanedData\ISR05\Simulator outputs\csv\CSVScenario-CP1_Session-ISR05_2022-06-01-14-34-44.csv;False
C:\Users\farla\Documents\Summer2023\XCData\CrossCultureResearch\XC-CleanedData\ISR07\Simulator outputs\csv\CSVScenario-CP1_Session-isr07_2022-06-01-17-10-28.csv;True
C:\Users\farla\Documents\Summer2023\XCData\CrossCultureResearch\XC-CleanedData\ISR08\Simulator outputs\csv\CSVScenario-CP1_Session-ISR08_2022-06-06-10-27-30.csv;True
C:\Users\farla\Documents\Summer2023\XCData\CrossCultureResearch\XC-CleanedData\ISR09\Simulator outputs\csv\CSVScenario-CP1_Session-ISR09_2022-06-06-12-35-44.csv;True
C:\Users\farla\Documents\Summer2023\XCData\CrossCultureResearch\XC-CleanedData\ISR10\Simulator outputs\csv\CSVScenario-CP1_Session-ISR10_2022-06-06-14-29-13.csv;True
C:\Users\farla\Documents\Summer2023\XCData\CrossCultureResearch\XC-CleanedData\ISR11\Simulator outputs\csv\CSVScenario-CP1_Session-ISR11_2022-06-06-16-15-33.csv;False
C:\Users\farla\Documents\Summer2023\XCData\CrossCultureResearch\XC-CleanedData\ISR12\Simulator outputs\csv\CSVScenario-CP1_Session-ISR12_2022-06-07-11-39-39.csv;False
C:\Users\farla\Documents\Summer2023\XCData\CrossCultureResearch\XC-CleanedData\ISR13\Simulator outputs\csv\CSVScenario-CP1_Session-ISR13_2022-06-07-14-14-50.csv;False
C:\Users\farla\Documents\Summer2023\XCData\CrossCultureResearch\XC-CleanedData\ISR14\Simulator outputs\csv\CSVScenario-CP1_Session-ISR14_2022-06-07-16-22-34.csv;False
C:\Users\farla\Documents\Summer2023\XCData\CrossCultureResearch\XC-CleanedData\ISR15\Simulator outputs\csv\CSVScenario-CP1_Session-isr15_2022-06-09-10-22-42.csv;False
C:\Users\farla\Documents\Summer2023\XCData\CrossCultureResearch\XC-CleanedData\ISR16\Simulator outputs\csv\CSVScenario-CP1_Session-ISR16_2022-06-09-12-36-37.csv;True
C:\Users\farla\Documents\Summer2023\XCData\CrossCultureResearch\XC-CleanedData\ISR18\Simulator outputs\csv\CSVScenario-CP1_Session-ISR18_2022-06-12-10-36-50.csv;True
C:\Users\farla\Documents\Summer2023\XCData\CrossCultureResearch\XC-CleanedData\ISR19\Simulator outputs\csv\CSVScenario-CP1_Session-ISR19_2022-06-12-14-53-56.csv;True
C:\Users\farla\Documents\Summer2023\XCData\CrossCultureResearch\XC-CleanedData\ISR20\Simulator outputs\csv\CSVScenario-CP1_Session-isr20_2022-06-13-11-35-38.csv;True
C:\Users\farla\Documents\Summer2023\XCData\CrossCultureResearch\XC-CleanedData\ISR21\Simulator outputs\csv\CSVScenario-CP1_Session-ISR21_2022-06-13-15-30-44.csv;True
C:\Users\farla\Documents\Summer2023\XCData\CrossCultureResearch\XC-CleanedData\ISR22\Simulator outputs\csv\CSVScenario-CP1_Session-ISR22_2022-06-13-17-18-12.csv;True
C:\Users\farla\Documents\Summer2023\XCData\CrossCultureResearch\XC-CleanedData\ISR23\Simulator outputs\csv\CSVScenario-CP1_Session-ISR23_2022-06-15-10-54-08.csv;True
C:\Users\farla\Documents\Summer2023\XCData\CrossCultureResearch\XC-CleanedData\ISR24\Simulator outputs\csv\CSVScenario-CP1_Session-ISR24_2022-06-15-12-02-44.csv;False
C:\Users\farla\Documents\Summer2023\XCData\CrossCultureResearch\XC-CleanedData\ISR25\Simulator outputs\csv\CSVScenario-CP1_Session-ISR25_2022-06-16-12-44-13.csv;False
C:\Users\farla\Documents\Summer2023\XCData\CrossCultureResearch\XC-CleanedData\ISR26\Simulator outputs\csv\CSVScenario-CP1_Session-ISR26_2022-06-16-15-35-50.csv;False
C:\Users\farla\Documents\Summer2023\XCData\CrossCultureResearch\XC-CleanedData\ISR27\Simulator outputs\csv\CSVScenario-CP1_Session-isr27_2022-06-26-11-47-15.csv;False
C:\Users\farla\Documents\Summer2023\XCData\CrossCultureResearch\XC-CleanedData\ISR28\Simulator outputs\csv\CSVScenario-CP1_Session-ISR28_2022-06-26-14-56-21.csv;True
C:\Users\farla\Documents\Summer2023\XCData\CrossCultureResearch\XC-CleanedData\ISR29\Simulator outputs\csv\CSVScenario-CP1_Session-ISR29_2022-06-26-18-10-13.csv;False
C:\Users\farla\Documents\Summer2023\XCData\CrossCultureResearch\XC-CleanedData\ISR30\Simulator outputs\csv\CSVScenario-CP1_Session-ISR30_2022-06-27-13-29-48.csv;False
C:\Users\farla\Documents\Summer2023\XCData\CrossCultureResearch\XC-CleanedData\ISR31\Simulator outputs\csv\CSVScenario-CP1_Session-ISR31_2022-06-27-15-06-33.csv;True
C:\Users\farla\Documents\Summer2023\XCData\CrossCultureResearch\XC-CleanedData\ISR32\Simulator outputs\csv\CSVScenario-CP1_Session-ISR32_2022-06-27-16-33-16.csv;True
C:\Users\farla\Documents\Summer2023\XCData\CrossCultureResearch\XC-CleanedData\ISR33\Simulator outputs\csv\CSVScenario-CP1_Session-ISR33_2022-06-27-17-55-07.csv;True
C:\Users\farla\Documents\Summer2023\XCData\CrossCultureResearch\XC-CleanedData\ISR34\Simulator outputs\csv\CSVScenario-CP1_Session-ISR34_2022-07-31-10-21-54.csv;True
C:\Users\farla\Documents\Summer2023\XCData\CrossCultureResearch\XC-CleanedData\ISR35\Simulator outputs\csv\CSVScenario-CP1_Session-ISR35_2022-07-31-12-29-33.csv;True
C:\Users\farla\Documents\Summer2023\XCData\CrossCultureResearch\XC-CleanedData\ISR36\Simulator outputs\csv\CSVScenario-CP1_Session-ISR36_2022-08-10-10-13-53.csv;True
C:\Users\farla\Documents\Summer2023\XCData\CrossCultureResearch\XC-CleanedData\ISR37\Simulator outputs\csv\CSVScenario-CP1_Session-ISR37_2022-08-10-12-15-25.csv;False
