ScenarioTime;ThrottleA;ThrottleB;CarPosXA;CarPosXB;CarPosZA;CarPosZB;SteerA;SteerB
0.0;0.0;-0.543;80.7537;-82.7255;-75.5002;77.8661;0.0246;0.0042
0.0457;0.0;-0.543;80.7556;-82.7264;-75.5005;77.8676;0.0246;0.0043
0.0874;0.0;-0.543;80.7569;-82.727;-75.5007;77.8686;0.0246;0.0043
0.1292;0.0;-0.543;80.7578;-82.7273;-75.5008;77.869;0.0244;0.0043
0.1711;0.0;-0.543;80.7582;-82.7274;-75.5009;77.8691;0.0238;0.0043
0.2129;0.0;-0.543;80.7582;-82.7272;-75.5009;77.8688;0.0229;0.0039
0.2546;0.0;-0.543;80.7581;-82.7269;-75.501;77.8684;0.0218;0.0033
0.2964;0.0;-0.543;80.7579;-82.7265;-75.501;77.8678;0.0209;0.0031
0.3379;0.0;-0.543;80.7576;-82.7261;-75.5011;77.8671;0.0204;0.0031
0.3796;0.0;-0.543;80.7574;-82.7257;-75.5011;77.8665;0.0204;0.0031
0.4214;0.0;-0.543;80.7572;-82.7254;-75.5012;77.8659;0.0204;0.0031
0.4631;0.0;-0.543;80.7571;-82.7251;-75.5012;77.8654;0.0204;0.0031
0.5046;0.0;-0.543;80.7571;-82.7248;-75.5013;77.865;0.0204;0.0031
0.5469;0.0;-0.543;80.7571;-82.7246;-75.5013;77.8647;0.0204;0.0031
0.5886;0.0;-0.543;80.7573;-82.7244;-75.5014;77.8644;0.0204;0.0031
0.6301;0.0;-0.543;80.7574;-82.7243;-75.5015;77.8642;0.0204;0.0031
0.6719;0.0;-0.543;80.7577;-82.7242;-75.5015;77.864;0.0204;0.0031
0.7136;0.0;-0.543;80.758;-82.7241;-75.5016;77.8639;0.0204;0.0031
0.7551;0.0;-0.543;80.7583;-82.7241;-75.5017;77.8639;0.0204;0.0031
0.7976;0.0;-0.543;80.7587;-82.724;-75.5018;77.8638;0.0204;0.0031
0.8394;0.0012;-0.543;80.7592;-82.724;-75.5019;77.8638;0.0204;0.0031
0.8816;0.0108;-0.543;80.7596;-82.724;-75.502;77.8638;0.0198;0.0031
0.9233;0.0256;-0.543;80.7601;-82.724;-75.5021;77.8638;0.0178;0.0031
0.9653;0.0425;-0.543;80.7604;-82.724;-75.5021;77.8638;0.0135;0.0031
1.0071;0.0638;-0.543;80.7606;-82.724;-75.5022;77.8638;0.0075;0.0031
1.0488;0.0902;-0.543;80.7607;-82.724;-75.5022;77.8638;0.0008;0.0031
1.0906;0.1224;-0.543;80.7604;-82.724;-75.5023;77.8638;-0.0061;0.0031
1.1323;0.159;-0.543;80.7598;-82.724;-75.5023;77.8638;-0.0124;0.0031
1.1741;0.1976;-0.543;80.7586;-82.724;-75.5023;77.8638;-0.0169;0.0031
1.2156;0.2363;-0.543;80.7567;-82.724;-75.5022;77.8638;-0.02;0.0031
1.2576;0.271;-0.543;80.7539;-82.7241;-75.5021;77.8638;-0.0214;0.0031
1.2996;0.2979;-0.5351;80.75;-82.7241;-75.502;77.8638;-0.0217;0.0031
1.3418;0.3183;-0.5156;80.745;-82.7241;-75.5018;77.8638;-0.0217;0.0031
1.3835;0.3331;-0.5;80.7387;-82.7241;-75.5015;77.8638;-0.0218;0.0031
1.4255;0.3439;-0.4285;80.7311;-82.7241;-75.5012;77.8638;-0.022;0.0031
1.467;0.3518;-0.1984;80.7221;-82.7241;-75.5008;77.8638;-0.0224;0.0031
1.5098;0.3575;0.0;80.7116;-82.7241;-75.5003;77.8638;-0.0229;0.0031
1.5518;0.3617;0.0;80.6998;-82.7241;-75.4998;77.8639;-0.0236;0.0031
1.5938;0.3648;0.0;80.6864;-82.7241;-75.4992;77.8639;-0.0244;0.0031
1.6355;0.367;0.0;80.6717;-82.7241;-75.4985;77.8639;-0.0252;0.0031
1.6775;0.3686;0.0;80.6555;-82.7241;-75.4977;77.8639;-0.0253;0.0031
1.7197;0.3698;0.0;80.6377;-82.7241;-75.4969;77.8639;-0.0253;0.0031
1.7612;0.3707;0.0;80.6187;-82.7241;-75.4961;77.8639;-0.0253;0.0031
1.803;0.3717;0.0;80.5982;-82.7241;-75.4951;77.8639;-0.0253;0.0031
