0.0000;-0.4639;False;False;98.0983;54.7020;-0.0139;0.0008;55.3976;-115.2019;0.0005;0.4409;214.6051;305.8757;0.0000;0.2039;0.0000;0.0000;0.0000;0.0003;0.0000;0.0002;79667;72.00311;Infinity;1045.56;98.3153;54.3257;1.1206;1.1906;55.0746;-115.4227;352.5117;352.9421;211.4551;305.5612;0.4109;0.2408;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(-0.1, -0.3, -0.3)_(0.7, 0.4, -0.5, 0.0)_1.03652_System.String[];HandLeft_(-0.1, -0.4, -0.2)_(0.7, 0.5, -0.6, 0.0)_1.039877_System.String[];HandRight_(0.1, -0.3, -0.3)_(0.0, 0.6, 0.5, -0.7)_1.03652_System.String[];HandRight_(0.1, -0.4, -0.2)_(-0.1, -0.6, -0.4, 0.7)_1.039877_System.String[];3.9645;0.0024;-0.0313;98.3901;54.4409;1.0812;1.1386;55.1959;-115.4530;3.6467;358.6046;219.8348;307.0470;1.2773;358.8128
0.0000;-0.4640;False;False;98.0984;54.7020;-0.0139;0.0008;55.3976;-115.2019;0.0008;0.4409;214.6054;305.8757;0.0000;0.2039;0.0000;0.0000;0.0000;0.0001;0.0000;0.0001;79670;71.99704;Infinity;1045.61;98.3153;54.3257;1.1206;1.1906;55.0746;-115.4227;352.5119;352.9421;211.4557;305.5612;0.4109;0.2408;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(-0.1, -0.3, -0.3)_(0.7, 0.4, -0.6, 0.0)_1.03652_System.String[];HandLeft_(-0.1, -0.4, -0.2)_(0.7, 0.5, -0.6, 0.0)_1.039877_System.String[];HandRight_(0.1, -0.3, -0.3)_(0.0, 0.6, 0.5, -0.7)_1.03652_System.String[];HandRight_(0.1, -0.4, -0.2)_(-0.1, -0.6, -0.4, 0.7)_1.039877_System.String[];4.0062;0.0024;-0.0313;98.3894;54.4407;1.0811;1.1384;55.1964;-115.4532;3.5204;358.7224;219.9106;306.7834;1.1472;358.8477
0.0000;-0.4641;False;False;98.0983;54.7020;-0.0139;0.0008;55.3976;-115.2019;0.0006;0.4409;214.6066;305.8757;0.0000;0.2039;0.0000;0.0000;0.0000;-0.0014;0.0000;-0.0010;79673;71.99395;Infinity;1045.65;98.3153;54.3257;1.1206;1.1906;55.0745;-115.4227;352.5119;352.9421;211.4566;305.5612;0.4109;0.2408;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(-0.1, -0.3, -0.3)_(0.7, 0.4, -0.5, 0.0)_1.03652_System.String[];HandLeft_(-0.1, -0.4, -0.2)_(0.7, 0.5, -0.6, 0.0)_1.039877_System.String[];HandRight_(0.1, -0.3, -0.3)_(0.0, 0.6, 0.5, -0.7)_1.03652_System.String[];HandRight_(0.1, -0.4, -0.2)_(-0.1, -0.6, -0.4, 0.7)_1.039877_System.String[];4.0479;0.0024;-0.0313;98.3889;54.4412;1.0815;1.1389;55.1967;-115.4525;3.3615;358.3513;219.8209;307.6154;1.0738;358.7357
0.0000;-0.4641;False;False;98.0983;54.7020;-0.0139;0.0008;55.3976;-115.2019;0.0007;0.4409;214.6064;305.8757;0.0000;0.2039;0.0000;0.0000;0.0000;-0.0004;0.0000;-0.0003;79676;71.99632;Infinity;1045.69;98.3153;54.3257;1.1206;1.1906;55.0745;-115.4227;352.5119;352.9421;211.4566;305.5612;0.4109;0.2408;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(-0.1, -0.3, -0.3)_(0.7, 0.4, -0.5, 0.0)_1.03652_System.String[];HandLeft_(-0.1, -0.4, -0.2)_(0.7, 0.5, -0.6, 0.0)_1.039877_System.String[];HandRight_(0.1, -0.3, -0.3)_(-0.1, 0.6, 0.5, -0.7)_1.03652_System.String[];HandRight_(0.1, -0.4, -0.2)_(-0.1, -0.6, -0.4, 0.7)_1.039877_System.String[];4.0895;0.0024;-0.0313;98.3888;54.4418;1.0817;1.1394;55.1967;-115.4518;3.2106;357.9279;219.6128;308.5701;1.0540;358.6006
0.0000;-0.4642;False;False;98.0983;54.7020;-0.0139;0.0008;55.3976;-115.2019;0.0008;0.4409;214.6077;305.8757;0.0000;0.2039;0.0000;0.0000;0.0000;0.0002;0.0000;0.0002;79679;71.99366;Infinity;1045.73;98.3152;54.3257;1.1206;1.1906;55.0745;-115.4227;352.5119;352.9421;211.4576;305.5612;0.4109;0.2408;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(-0.1, -0.3, -0.3)_(0.7, 0.4, -0.5, 0.0)_1.03652_System.String[];HandLeft_(-0.1, -0.4, -0.3)_(0.7, 0.5, -0.6, 0.0)_1.039877_System.String[];HandRight_(0.1, -0.3, -0.3)_(0.0, 0.6, 0.5, -0.7)_1.03652_System.String[];HandRight_(0.1, -0.4, -0.3)_(-0.1, -0.6, -0.4, 0.7)_1.039877_System.String[];4.1312;0.0024;-0.0313;98.3891;54.4416;1.0818;1.1393;55.1965;-115.4515;3.1039;357.7621;219.2878;309.0327;1.0921;358.6225
0.0000;-0.4642;False;False;98.0983;54.7020;-0.0139;0.0008;55.3976;-115.2019;0.0008;0.4409;214.6080;305.8757;0.0000;0.2039;0.0000;0.0000;0.0000;-0.0019;0.0000;-0.0013;79682;71.98273;Infinity;1045.77;98.3152;54.3257;1.1206;1.1906;55.0745;-115.4227;352.5121;352.9421;211.4585;305.5612;0.4109;0.2408;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(-0.1, -0.3, -0.3)_(0.7, 0.4, -0.5, 0.0)_1.03652_System.String[];HandLeft_(-0.1, -0.4, -0.3)_(0.7, 0.5, -0.6, 0.0)_1.039877_System.String[];HandRight_(0.1, -0.3, -0.3)_(0.0, 0.6, 0.5, -0.6)_1.03652_System.String[];HandRight_(0.1, -0.4, -0.3)_(-0.1, -0.6, -0.4, 0.7)_1.039877_System.String[];4.1729;0.0024;-0.0313;98.3898;54.4394;1.0819;1.1400;55.1961;-115.4525;3.0503;357.9761;218.8964;308.7197;1.1906;358.9843
0.0000;-0.4642;False;False;98.0983;54.7020;-0.0139;0.0008;55.3976;-115.2019;0.0008;0.4409;214.6088;305.8757;0.0000;0.2039;0.0000;0.0000;0.0000;0.0003;0.0000;0.0002;79685;71.99859;Infinity;1045.81;98.3152;54.3257;1.1206;1.1906;55.0745;-115.4227;352.5120;352.9421;211.4590;305.5612;0.4109;0.2408;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(-0.1, -0.3, -0.3)_(0.7, 0.4, -0.5, 0.0)_1.03652_System.String[];HandLeft_(-0.1, -0.4, -0.3)_(0.7, 0.5, -0.6, 0.0)_1.039877_System.String[];HandRight_(0.1, -0.3, -0.3)_(0.0, 0.6, 0.5, -0.6)_1.03652_System.String[];HandRight_(0.1, -0.4, -0.3)_(-0.1, -0.6, -0.4, 0.7)_1.039877_System.String[];4.2145;0.0024;-0.0313;98.3905;54.4399;1.0820;1.1398;55.1956;-115.4520;3.0319;357.8364;218.4875;309.0534;1.3284;358.9129
0.0000;-0.4642;False;False;98.0983;54.7020;-0.0139;0.0008;55.3975;-115.2019;0.0008;0.4409;214.6082;305.8757;0.0000;0.2039;0.0000;0.0000;0.0000;-0.0007;0.0000;-0.0005;79688;71.99541;Infinity;1045.86;98.3152;54.3258;1.1206;1.1906;55.0744;-115.4227;352.5120;352.9421;211.4586;305.5612;0.4109;0.2408;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(-0.1, -0.3, -0.3)_(0.7, 0.4, -0.5, 0.0)_1.03652_System.String[];HandLeft_(-0.1, -0.4, -0.3)_(0.7, 0.5, -0.6, 0.0)_1.039877_System.String[];HandRight_(0.1, -0.3, -0.3)_(0.0, 0.6, 0.5, -0.6)_1.03652_System.String[];HandRight_(0.1, -0.4, -0.3)_(-0.1, -0.6, -0.4, 0.7)_1.039877_System.String[];4.2562;0.0024;-0.0313;98.3916;54.4401;1.0820;1.1396;55.1950;-115.4519;3.0203;357.7661;218.0520;309.2343;1.5087;358.8876
0.0000;-0.4642;False;False;98.0983;54.7020;-0.0139;0.0008;55.3975;-115.2019;0.0008;0.4409;214.6090;305.8757;0.0000;0.2039;0.0000;0.0000;0.0000;-0.0002;0.0000;-0.0001;79691;71.99686;Infinity;1045.90;98.3152;54.3257;1.1206;1.1906;55.0744;-115.4227;352.5120;352.9421;211.4591;305.5612;0.4109;0.2408;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(-0.1, -0.3, -0.3)_(0.7, 0.4, -0.5, 0.0)_1.03652_System.String[];HandLeft_(-0.1, -0.4, -0.3)_(0.7, 0.5, -0.6, 0.0)_1.039877_System.String[];HandRight_(0.1, -0.3, -0.3)_(-0.1, 0.6, 0.5, -0.7)_1.03652_System.String[];HandRight_(0.1, -0.4, -0.3)_(-0.1, -0.6, -0.4, 0.7)_1.039877_System.String[];4.2979;0.0025;-0.0313;98.3927;54.4398;1.0820;1.1395;55.1943;-115.4518;3.0194;357.7685;217.6106;309.2441;1.7155;358.9146
0.0000;-0.4642;False;False;98.0983;54.7020;-0.0139;0.0008;55.3975;-115.2019;0.0007;0.4409;214.6099;305.8757;0.0000;0.2039;0.0000;0.0000;0.0000;-0.0013;0.0000;-0.0009;79694;71.9989;Infinity;1045.94;98.3152;54.3257;1.1206;1.1906;55.0744;-115.4227;352.5120;352.9421;211.4601;305.5612;0.4109;0.2408;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(-0.1, -0.3, -0.3)_(0.7, 0.4, -0.5, 0.0)_1.03652_System.String[];HandLeft_(-0.1, -0.4, -0.3)_(0.7, 0.5, -0.6, 0.0)_1.039877_System.String[];HandRight_(0.1, -0.3, -0.3)_(-0.1, 0.6, 0.5, -0.6)_1.03652_System.String[];HandRight_(0.1, -0.4, -0.3)_(-0.1, -0.6, -0.4, 0.7)_1.039877_System.String[];4.3395;0.0027;-0.0313;98.3938;54.4393;1.0820;1.1395;55.1936;-115.4521;3.0131;357.8022;217.1954;309.1600;1.9374;358.9642
0.0000;-0.4642;False;False;98.0982;54.7020;-0.0139;0.0008;55.3975;-115.2019;0.0005;0.4409;214.6106;305.8757;0.0000;0.2039;0.0000;0.0000;0.0000;-0.0003;0.0000;-0.0002;79697;71.99408;Infinity;1045.98;98.3152;54.3257;1.1206;1.1906;55.0744;-115.4227;352.5117;352.9421;211.4609;305.5612;0.4109;0.2408;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(-0.1, -0.3, -0.3)_(0.7, 0.4, -0.5, 0.0)_1.03652_System.String[];HandLeft_(-0.1, -0.4, -0.3)_(0.7, 0.5, -0.6, 0.0)_1.039877_System.String[];HandRight_(0.1, -0.3, -0.3)_(0.0, 0.6, 0.5, -0.6)_1.03652_System.String[];HandRight_(0.1, -0.4, -0.3)_(-0.1, -0.6, -0.4, 0.7)_1.039877_System.String[];4.3812;0.0031;-0.0313;98.3949;54.4389;1.0821;1.1395;55.1927;-115.4525;2.9886;357.8421;216.7841;309.0276;2.1897;359.0293
0.0000;-0.4643;False;False;98.0982;54.7020;-0.0139;0.0008;55.3975;-115.2019;0.0006;0.4409;214.6123;305.8757;0.0000;0.2039;0.0000;0.0000;0.0000;-0.0017;0.0000;-0.0012;79700;71.99625;Infinity;1046.02;98.3152;54.3257;1.1206;1.1906;55.0743;-115.4227;352.5118;352.9421;211.4619;305.5612;0.4109;0.2408;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(-0.1, -0.3, -0.3)_(0.7, 0.4, -0.5, 0.0)_1.03652_System.String[];HandLeft_(-0.1, -0.4, -0.3)_(0.7, 0.5, -0.6, 0.0)_1.039877_System.String[];HandRight_(0.1, -0.3, -0.3)_(0.0, 0.6, 0.5, -0.6)_1.03652_System.String[];HandRight_(0.1, -0.4, -0.3)_(-0.1, -0.6, -0.4, 0.7)_1.039877_System.String[];4.4229;0.0037;-0.0313;98.3960;54.4385;1.0821;1.1395;55.1916;-115.4529;2.9308;357.8864;216.3896;308.8737;2.4478;359.0985
0.0000;-0.4643;False;False;98.0982;54.7020;-0.0139;0.0008;55.3974;-115.2019;0.0005;0.4409;214.6120;305.8757;0.0000;0.2039;0.0000;0.0000;0.0000;-0.0006;0.0000;-0.0004;79703;71.99625;Infinity;1046.06;98.3151;54.3257;1.1206;1.1906;55.0743;-115.4227;352.5117;352.9421;211.4627;305.5612;0.4109;0.2408;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(-0.1, -0.3, -0.3)_(0.7, 0.4, -0.5, 0.0)_1.03652_System.String[];HandLeft_(-0.1, -0.4, -0.3)_(0.7, 0.5, -0.6, 0.0)_1.039877_System.String[];HandRight_(0.1, -0.3, -0.3)_(0.0, 0.6, 0.5, -0.6)_1.03652_System.String[];HandRight_(0.1, -0.4, -0.3)_(-0.1, -0.6, -0.4, 0.7)_1.039877_System.String[];4.4645;0.0044;-0.0313;98.3970;54.4381;1.0821;1.1395;55.1907;-115.4534;2.8635;357.9409;216.0270;308.7228;2.6733;359.1618
0.0000;-0.4444;False;False;98.0982;54.7020;-0.0139;0.0008;55.3974;-115.2019;0.0004;0.4409;214.6111;305.8757;0.0000;0.2039;0.0000;0.0000;0.0000;-0.0014;0.0000;-0.0010;79706;71.99752;Infinity;1046.11;98.3151;54.3257;1.1206;1.1906;55.0743;-115.4227;352.5117;352.9421;211.4617;305.5612;0.4109;0.2408;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(-0.1, -0.3, -0.3)_(0.7, 0.4, -0.5, 0.0)_1.03652_System.String[];HandLeft_(-0.1, -0.4, -0.3)_(0.7, 0.5, -0.6, 0.0)_1.039877_System.String[];HandRight_(0.1, -0.3, -0.3)_(0.0, 0.6, 0.5, -0.6)_1.03652_System.String[];HandRight_(0.1, -0.4, -0.3)_(-0.1, -0.6, -0.4, 0.7)_1.039877_System.String[];4.5062;0.0049;-0.0313;98.3980;54.4378;1.0825;1.1394;55.1900;-115.4537;2.7817;358.0031;215.6569;308.5817;2.8893;359.2221
0.0000;-0.3611;False;False;98.0981;54.7020;-0.0139;0.0008;55.3973;-115.2019;0.0006;0.4409;214.6105;305.8757;0.0000;0.2039;0.0000;0.0000;0.0000;-0.0005;0.0000;-0.0003;79709;71.99632;Infinity;1046.15;98.3151;54.3257;1.1206;1.1906;55.0742;-115.4227;352.5117;352.9421;211.4607;305.5612;0.4109;0.2408;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(-0.1, -0.3, -0.3)_(0.7, 0.4, -0.5, 0.0)_1.03652_System.String[];HandLeft_(-0.1, -0.4, -0.3)_(0.7, 0.5, -0.6, 0.0)_1.039877_System.String[];HandRight_(0.1, -0.3, -0.3)_(0.0, 0.6, 0.5, -0.6)_1.03652_System.String[];HandRight_(0.1, -0.4, -0.3)_(-0.1, -0.6, -0.4, 0.7)_1.039877_System.String[];4.5479;0.0051;-0.0313;98.3989;54.4375;1.0829;1.1394;55.1893;-115.4540;2.6695;358.0741;215.3166;308.4467;3.0626;359.2886
0.0000;-0.1151;False;False;98.0981;54.7020;-0.0139;0.0008;55.3973;-115.2019;0.0007;0.4409;214.6116;305.8757;0.0000;0.2039;0.0000;0.0000;0.0000;-0.0005;0.0000;-0.0004;79712;71.99548;Infinity;1046.19;98.3151;54.3257;1.1206;1.1906;55.0742;-115.4227;352.5119;352.9421;211.4618;305.5612;0.4109;0.2408;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(-0.1, -0.3, -0.3)_(0.7, 0.4, -0.6, 0.0)_1.03652_System.String[];HandLeft_(-0.1, -0.4, -0.3)_(0.7, 0.5, -0.6, 0.0)_1.039877_System.String[];HandRight_(0.1, -0.3, -0.3)_(0.0, 0.6, 0.5, -0.6)_1.03652_System.String[];HandRight_(0.1, -0.4, -0.2)_(-0.1, -0.6, -0.4, 0.7)_1.039877_System.String[];4.5895;0.0051;-0.0313;98.4000;54.4371;1.0838;1.1395;55.1887;-115.4543;2.5531;358.1475;214.9848;308.3167;3.1904;359.3647
0.0000;0.0000;False;False;98.0981;54.7020;-0.0139;0.0008;55.3973;-115.2019;0.0006;0.4409;214.6112;305.8757;0.0000;0.2038;-0.0009;0.0000;0.0000;-0.0005;-0.0001;-0.0003;79715;71.99997;Infinity;1046.23;98.3150;54.3257;1.1206;1.1906;55.0742;-115.4227;352.5118;352.9421;211.4618;305.5612;0.4109;0.2408;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(-0.1, -0.3, -0.3)_(0.7, 0.4, -0.6, 0.0)_1.03652_System.String[];HandLeft_(-0.1, -0.4, -0.3)_(0.7, 0.5, -0.6, 0.0)_1.039877_System.String[];HandRight_(0.1, -0.3, -0.3)_(0.0, 0.6, 0.5, -0.6)_1.03652_System.String[];HandRight_(0.1, -0.4, -0.3)_(-0.1, -0.6, -0.4, 0.7)_1.039877_System.String[];4.6312;0.0051;-0.0313;98.4010;54.4365;1.0848;1.1395;55.1881;-115.4545;2.4168;358.2195;214.6775;308.1932;3.2984;359.4505
0.0000;0.0000;False;False;98.0981;54.7019;-0.0139;0.0008;55.3973;-115.2019;0.0007;0.4407;214.6117;305.8759;0.0000;0.2035;-0.0032;0.0000;0.0000;-0.0017;0.0013;-0.0012;79718;71.99635;Infinity;1046.27;98.3150;54.3257;1.1206;1.1906;55.0742;-115.4227;352.5120;352.9420;211.4619;305.5612;0.4109;0.2405;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(-0.1, -0.3, -0.3)_(0.7, 0.4, -0.6, 0.0)_1.03652_System.String[];HandLeft_(-0.1, -0.4, -0.3)_(0.7, 0.5, -0.6, 0.0)_1.039877_System.String[];HandRight_(0.1, -0.3, -0.3)_(0.0, 0.6, 0.5, -0.7)_1.03652_System.String[];HandRight_(0.1, -0.4, -0.2)_(-0.1, -0.6, -0.4, 0.7)_1.039877_System.String[];4.6729;0.0051;-0.0313;98.4018;54.4359;1.0857;1.1395;55.1878;-115.4548;2.2299;358.2875;214.3875;308.0722;3.4061;359.5339
0.0000;0.0000;False;False;98.0981;54.7017;-0.0139;0.0008;55.3973;-115.2018;0.0007;0.4402;214.6122;305.8757;0.0000;0.2033;-0.0069;0.0000;-0.0001;-0.0006;0.0038;-0.0004;79721;71.99703;Infinity;1046.31;98.3150;54.3256;1.1206;1.1906;55.0742;-115.4226;352.5119;352.9417;211.4623;305.5618;0.4109;0.2403;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(-0.1, -0.3, -0.3)_(0.7, 0.4, -0.6, 0.0)_1.03652_System.String[];HandLeft_(-0.1, -0.4, -0.2)_(0.7, 0.5, -0.6, 0.0)_1.039877_System.String[];HandRight_(0.1, -0.3, -0.3)_(0.0, 0.6, 0.5, -0.6)_1.03652_System.String[];HandRight_(0.1, -0.4, -0.2)_(-0.1, -0.6, -0.4, 0.7)_1.039877_System.String[];4.7145;0.0051;-0.0313;98.4025;54.4355;1.0864;1.1395;55.1873;-115.4550;1.9982;358.3524;214.0767;307.9631;3.4941;359.6126
0.0000;0.0000;False;False;98.0981;54.7014;-0.0139;0.0008;55.3973;-115.2016;0.0008;0.4396;214.6134;305.8762;0.0000;0.2032;-0.0074;0.0000;-0.0001;0.0007;0.0041;0.0005;79724;71.99679;Infinity;1046.36;98.3150;54.3253;1.1206;1.1906;55.0741;-115.4224;352.5119;352.9409;211.4639;305.5615;0.4109;0.2402;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(-0.1, -0.3, -0.3)_(0.7, 0.4, -0.6, 0.0)_1.03652_System.String[];HandLeft_(-0.1, -0.4, -0.2)_(0.7, 0.5, -0.6, 0.0)_1.039877_System.String[];HandRight_(0.1, -0.3, -0.3)_(0.0, 0.6, 0.5, -0.6)_1.03652_System.String[];HandRight_(0.1, -0.4, -0.2)_(-0.1, -0.6, -0.4, 0.7)_1.039877_System.String[];4.7562;0.0051;-0.0313;98.4030;54.4349;1.0870;1.1397;55.1869;-115.4551;1.8567;358.4127;213.7942;307.8510;3.5179;359.6904
0.0000;0.0000;False;False;98.0981;54.7010;-0.0139;0.0008;55.3973;-115.2014;0.0010;0.4390;214.6132;305.8763;0.0000;0.2032;-0.0121;0.0000;-0.0001;-0.0005;0.0074;-0.0003;79727;71.99765;Infinity;1046.40;98.3150;54.3249;1.1206;1.1906;55.0742;-115.4223;352.5122;352.9405;211.4638;305.5618;0.4108;0.2402;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(-0.1, -0.3, -0.3)_(0.7, 0.4, -0.6, 0.0)_1.03652_System.String[];HandLeft_(-0.1, -0.4, -0.2)_(0.7, 0.5, -0.6, 0.0)_1.039877_System.String[];HandRight_(0.1, -0.3, -0.3)_(0.0, 0.6, 0.5, -0.6)_1.03652_System.String[];HandRight_(0.1, -0.4, -0.2)_(-0.1, -0.6, -0.4, 0.7)_1.039877_System.String[];4.7979;0.0051;-0.0313;98.4033;54.4340;1.0877;1.1401;55.1865;-115.4551;1.8242;358.4615;213.4906;307.7387;3.4967;359.7644
0.0000;0.0000;False;False;98.0981;54.7005;-0.0139;0.0008;55.3972;-115.2010;0.0007;0.4384;214.6116;305.8747;0.0000;0.2033;-0.0130;0.0000;-0.0001;-0.0007;0.0080;-0.0005;79730;71.99956;Infinity;1046.44;98.3150;54.3244;1.1206;1.1906;55.0741;-115.4220;352.5120;352.9397;211.4627;305.5602;0.4109;0.2402;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(-0.1, -0.3, -0.3)_(0.7, 0.4, -0.6, 0.0)_1.03652_System.String[];HandLeft_(-0.1, -0.4, -0.2)_(0.7, 0.5, -0.6, 0.0)_1.039877_System.String[];HandRight_(0.1, -0.3, -0.3)_(0.0, 0.6, 0.5, -0.6)_1.03652_System.String[];HandRight_(0.1, -0.4, -0.2)_(-0.1, -0.6, -0.4, 0.7)_1.039877_System.String[];4.8395;0.0051;-0.0313;98.4034;54.4331;1.0882;1.1403;55.1862;-115.4549;1.8788;358.5039;213.2013;307.6299;3.4494;359.8407
0.0000;0.0000;False;False;98.0981;54.6998;-0.0139;0.0008;55.3972;-115.2006;0.0007;0.4378;214.6117;305.8737;0.0000;0.2033;-0.0161;0.0000;-0.0002;-0.0010;0.0102;-0.0007;79733;71.99652;Infinity;1046.48;98.3150;54.3239;1.1206;1.1906;55.0741;-115.4216;352.5119;352.9391;211.4617;305.5599;0.4109;0.2402;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(-0.1, -0.3, -0.3)_(0.7, 0.4, -0.5, 0.0)_1.03652_System.String[];HandLeft_(-0.1, -0.4, -0.2)_(0.7, 0.5, -0.6, 0.0)_1.039877_System.String[];HandRight_(0.1, -0.3, -0.3)_(0.0, 0.6, 0.5, -0.6)_1.03652_System.String[];HandRight_(0.1, -0.4, -0.2)_(-0.1, -0.6, -0.4, 0.7)_1.039877_System.String[];4.8812;0.0051;-0.0313;98.4035;54.4322;1.0885;1.1405;55.1860;-115.4546;1.9211;358.5634;212.9970;307.5364;3.4006;359.9313
0.0000;0.0000;False;False;98.0980;54.6991;-0.0139;0.0008;55.3972;-115.2002;0.0006;0.4374;214.6117;305.8713;0.0000;0.2033;-0.0192;0.0000;-0.0002;-0.0007;0.0124;-0.0005;79736;71.99379;Infinity;1046.52;98.3150;54.3232;1.1206;1.1906;55.0741;-115.4212;352.5118;352.9387;211.4619;305.5576;0.4109;0.2402;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(-0.1, -0.3, -0.3)_(0.7, 0.4, -0.5, 0.0)_1.03652_System.String[];HandLeft_(-0.1, -0.4, -0.2)_(0.7, 0.5, -0.6, 0.0)_1.039877_System.String[];HandRight_(0.1, -0.3, -0.3)_(0.0, 0.6, 0.5, -0.6)_1.03652_System.String[];HandRight_(0.1, -0.4, -0.2)_(-0.1, -0.6, -0.4, 0.7)_1.039877_System.String[];4.9229;0.0051;-0.0313;98.4035;54.4314;1.0887;1.1406;55.1859;-115.4542;1.9085;358.5967;212.9084;307.4777;3.3589;359.9832
0.0000;0.0000;False;False;98.0980;54.6983;-0.0139;0.0008;55.3972;-115.1996;0.0006;0.4370;214.6108;305.8706;0.0000;0.2034;-0.0196;0.0000;-0.0002;0.0005;0.0127;0.0003;79739;71.99156;Infinity;1046.56;98.3149;54.3224;1.1206;1.1905;55.0741;-115.4207;352.5118;352.9383;211.4617;305.5561;0.4109;0.2403;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(-0.1, -0.3, -0.3)_(0.7, 0.4, -0.5, 0.0)_1.03652_System.String[];HandLeft_(-0.1, -0.4, -0.2)_(0.7, 0.5, -0.6, 0.0)_1.039877_System.String[];HandRight_(0.1, -0.3, -0.3)_(0.0, 0.6, 0.5, -0.6)_1.03652_System.String[];HandRight_(0.1, -0.4, -0.2)_(-0.1, -0.6, -0.4, 0.7)_1.039877_System.String[];4.9646;0.0051;-0.0313;98.4034;54.4305;1.0888;1.1406;55.1856;-115.4537;1.8769;358.6068;212.9127;307.4473;3.3174;0.0028
0.0000;0.0000;False;False;98.0980;54.6974;-0.0139;0.0008;55.3972;-115.1991;0.0007;0.4369;214.6108;305.8692;0.0000;0.2034;-0.0232;0.0000;-0.0002;-0.0013;0.0152;-0.0009;79742;72.00266;Infinity;1046.61;98.3149;54.3216;1.1206;1.1905;55.0741;-115.4201;352.5119;352.9382;211.4613;305.5555;0.4109;0.2403;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(-0.1, -0.3, -0.3)_(0.7, 0.4, -0.5, 0.0)_1.03652_System.String[];HandLeft_(-0.1, -0.4, -0.2)_(0.7, 0.5, -0.6, 0.0)_1.039877_System.String[];HandRight_(0.1, -0.3, -0.3)_(0.0, 0.6, 0.5, -0.7)_1.03652_System.String[];HandRight_(0.1, -0.4, -0.2)_(-0.1, -0.6, -0.4, 0.7)_1.039877_System.String[];5.0062;0.0051;-0.0313;98.4033;54.4296;1.0889;1.1406;55.1853;-115.4532;1.8630;358.6135;212.9591;307.4282;3.2669;0.0154
0.0000;0.0000;False;False;98.0980;54.6964;-0.0139;0.0008;55.3971;-115.1984;0.0005;0.4368;214.6103;305.8670;0.0000;0.2034;-0.0248;0.0000;-0.0002;-0.0002;0.0163;-0.0001;79745;71.99573;Infinity;1046.65;98.3149;54.3206;1.1206;1.1905;55.0740;-115.4195;352.5117;352.9380;211.4605;305.5531;0.4109;0.2404;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(-0.1, -0.3, -0.3)_(0.7, 0.5, -0.6, 0.0)_1.03652_System.String[];HandLeft_(-0.1, -0.4, -0.2)_(0.7, 0.5, -0.6, 0.0)_1.039877_System.String[];HandRight_(0.1, -0.3, -0.3)_(0.0, 0.6, 0.5, -0.6)_1.03652_System.String[];HandRight_(0.1, -0.4, -0.2)_(-0.1, -0.6, -0.4, 0.7)_1.039877_System.String[];5.0479;0.0051;-0.0313;98.4029;54.4292;1.0887;1.1414;55.1852;-115.4528;1.8691;358.3554;213.0057;307.5110;3.2136;359.9243
