0.0000;0.0000;False;False;98.0976;54.5824;-0.0139;-0.0003;55.3966;-115.1201;0.0008;0.4347;214.6033;305.7955;0.0000;0.2031;-0.0997;0.0000;-0.0009;-0.0001;0.0690;-0.0001;79871;71.99601;Infinity;1048.40;98.3146;54.2079;1.1206;1.1895;55.0735;-115.3424;352.5120;352.9359;211.4536;305.4819;0.4109;0.2400;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(-0.1, -0.3, -0.3)_(0.7, 0.5, -0.5, 0.0)_1.03652_System.String[];HandLeft_(-0.1, -0.4, -0.3)_(0.7, 0.5, -0.6, 0.0)_1.039877_System.String[];HandRight_(0.1, -0.3, -0.3)_(0.0, 0.6, 0.4, -0.6)_1.03652_System.String[];HandRight_(0.1, -0.4, -0.2)_(-0.1, -0.6, -0.4, 0.7)_1.039877_System.String[];6.7980;0.0077;-0.0316;98.4206;54.3244;1.0923;1.1414;55.1738;-115.3696;358.9512;358.0101;203.6113;309.9528;6.5461;357.3059
0.0000;0.0000;False;False;98.0976;54.5782;-0.0139;-0.0003;55.3966;-115.1172;0.0008;0.4346;214.6038;305.7928;0.0000;0.2030;-0.1014;0.0000;-0.0009;0.0009;0.0702;0.0006;79874;72.00089;Infinity;1048.44;98.3145;54.2037;1.1206;1.1895;55.0735;-115.3395;352.5120;352.9358;211.4541;305.4792;0.4109;0.2400;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(-0.1, -0.3, -0.3)_(0.7, 0.5, -0.5, 0.0)_1.03652_System.String[];HandLeft_(-0.1, -0.4, -0.3)_(0.7, 0.5, -0.6, 0.0)_1.039877_System.String[];HandRight_(0.1, -0.3, -0.3)_(0.0, 0.6, 0.4, -0.6)_1.03652_System.String[];HandRight_(0.1, -0.4, -0.2)_(-0.1, -0.6, -0.4, 0.7)_1.039877_System.String[];6.8396;0.0077;-0.0316;98.4143;54.3204;1.0930;1.1415;55.1776;-115.3674;358.2636;357.8251;208.9750;309.9019;6.7829;357.4118
0.0000;0.0000;False;False;98.0976;54.5739;-0.0139;-0.0003;55.3966;-115.1142;0.0008;0.4345;214.6044;305.7902;0.0000;0.2030;-0.1033;0.0000;-0.0009;-0.0004;0.0715;-0.0002;79877;71.99905;Infinity;1048.48;98.3145;54.1995;1.1206;1.1894;55.0735;-115.3366;352.5120;352.9357;211.4546;305.4766;0.4109;0.2400;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(-0.1, -0.3, -0.3)_(0.7, 0.5, -0.5, 0.0)_1.03652_System.String[];HandLeft_(-0.1, -0.4, -0.3)_(0.7, 0.5, -0.6, 0.0)_1.039877_System.String[];HandRight_(0.1, -0.3, -0.3)_(0.0, 0.6, 0.4, -0.6)_1.03652_System.String[];HandRight_(0.1, -0.4, -0.2)_(-0.1, -0.6, -0.4, 0.7)_1.039877_System.String[];6.8812;0.0077;-0.0316;98.4089;54.3163;1.0934;1.1416;55.1815;-115.3649;357.6288;357.6890;213.6673;309.8365;6.6393;357.5402
0.0000;0.0000;False;False;98.0976;54.5696;-0.0139;-0.0004;55.3965;-115.1112;0.0007;0.4344;214.6042;305.7874;0.0000;0.2030;-0.1048;0.0000;-0.0009;0.0003;0.0725;0.0002;79880;71.99345;Infinity;1048.52;98.3145;54.1952;1.1206;1.1894;55.0735;-115.3336;352.5119;352.9356;211.4545;305.4739;0.4109;0.2399;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(-0.1, -0.3, -0.3)_(0.7, 0.5, -0.5, 0.0)_1.03652_System.String[];HandLeft_(-0.1, -0.4, -0.3)_(0.7, 0.5, -0.6, 0.0)_1.039877_System.String[];HandRight_(0.1, -0.3, -0.3)_(0.0, 0.6, 0.4, -0.6)_1.03652_System.String[];HandRight_(0.1, -0.4, -0.2)_(-0.1, -0.6, -0.4, 0.7)_1.039877_System.String[];6.9230;0.0077;-0.0316;98.4045;54.3118;1.0937;1.1417;55.1849;-115.3625;357.1392;357.5815;217.5546;309.7603;6.3314;357.6623
0.0000;0.0000;False;False;98.0976;54.5652;-0.0139;-0.0004;55.3966;-115.1082;0.0008;0.4342;214.6033;305.7846;0.0000;0.2030;-0.1062;0.0000;-0.0010;0.0002;0.0735;0.0002;79883;71.99731;Infinity;1048.56;98.3145;54.1909;1.1206;1.1894;55.0735;-115.3306;352.5120;352.9355;211.4540;305.4711;0.4109;0.2399;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(-0.1, -0.3, -0.3)_(0.7, 0.5, -0.5, 0.0)_1.03652_System.String[];HandLeft_(-0.1, -0.4, -0.3)_(0.7, 0.5, -0.6, 0.0)_1.039877_System.String[];HandRight_(0.1, -0.3, -0.3)_(0.0, 0.6, 0.5, -0.7)_1.03652_System.String[];HandRight_(0.1, -0.4, -0.2)_(-0.1, -0.6, -0.4, 0.7)_1.039877_System.String[];6.9646;0.0077;-0.0316;98.4012;54.3073;1.0939;1.1417;55.1878;-115.3600;356.7750;357.4928;220.4673;309.6820;6.0272;357.7747
0.0000;0.0000;False;False;98.0976;54.5607;-0.0139;-0.0005;55.3965;-115.1051;0.0008;0.4341;214.6030;305.7818;0.0000;0.2029;-0.1079;0.0000;-0.0010;-0.0001;0.0747;-0.0001;79886;72.0006;Infinity;1048.61;98.3145;54.1864;1.1206;1.1893;55.0735;-115.3276;352.5120;352.9353;211.4532;305.4683;0.4109;0.2399;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(-0.1, -0.3, -0.3)_(0.7, 0.5, -0.5, 0.0)_1.03652_System.String[];HandLeft_(-0.1, -0.4, -0.3)_(0.7, 0.5, -0.6, 0.0)_1.039877_System.String[];HandRight_(0.1, -0.3, -0.3)_(0.0, 0.6, 0.5, -0.7)_1.03652_System.String[];HandRight_(0.1, -0.4, -0.2)_(-0.1, -0.6, -0.4, 0.7)_1.039877_System.String[];7.0062;0.0079;-0.0316;98.3991;54.3028;1.0939;1.1417;55.1900;-115.3572;356.5121;357.4356;222.5493;309.6235;5.7269;357.8756
0.0000;0.0000;False;False;98.0976;54.5562;-0.0139;-0.0005;55.3966;-115.1020;0.0008;0.4340;214.6039;305.7789;0.0000;0.2029;-0.1093;0.0000;-0.0010;-0.0004;0.0757;-0.0003;79889;72.00027;Infinity;1048.65;98.3145;54.1820;1.1206;1.1893;55.0735;-115.3245;352.5121;352.9352;211.4545;305.4655;0.4109;0.2399;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(-0.1, -0.3, -0.3)_(0.7, 0.5, -0.5, 0.0)_1.03652_System.String[];HandLeft_(-0.1, -0.4, -0.3)_(0.7, 0.5, -0.6, 0.0)_1.039877_System.String[];HandRight_(0.1, -0.3, -0.3)_(0.0, 0.6, 0.5, -0.7)_1.03652_System.String[];HandRight_(0.1, -0.4, -0.2)_(-0.1, -0.6, -0.4, 0.7)_1.039877_System.String[];7.0480;0.0081;-0.0316;98.3977;54.2983;1.0939;1.1417;55.1914;-115.3543;356.4012;357.4025;223.7163;309.5956;5.4915;357.9607
0.0000;0.0000;False;False;98.0976;54.5516;-0.0139;-0.0005;55.3966;-115.0988;0.0009;0.4339;214.6034;305.7761;0.0000;0.2029;-0.1107;0.0000;-0.0010;0.0016;0.0766;0.0011;79892;71.9985;Infinity;1048.69;98.3145;54.1774;1.1206;1.1892;55.0735;-115.3213;352.5120;352.9351;211.4537;305.4626;0.4109;0.2398;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(-0.1, -0.3, -0.3)_(0.7, 0.5, -0.5, 0.0)_1.03652_System.String[];HandLeft_(-0.1, -0.4, -0.3)_(0.7, 0.5, -0.6, 0.0)_1.039877_System.String[];HandRight_(0.1, -0.3, -0.3)_(0.0, 0.6, 0.5, -0.7)_1.03652_System.String[];HandRight_(0.1, -0.4, -0.2)_(-0.1, -0.6, -0.4, 0.7)_1.039877_System.String[];7.0896;0.0082;-0.0316;98.3969;54.2935;1.0939;1.1416;55.1923;-115.3515;356.4518;357.3940;224.0569;309.5807;5.3317;358.0424
0.0000;0.0000;False;False;98.0976;54.5470;-0.0139;-0.0006;55.3966;-115.0956;0.0009;0.4338;214.6033;305.7731;0.0000;0.2029;-0.1120;0.0000;-0.0010;0.0013;0.0776;0.0009;79895;72.00855;Infinity;1048.73;98.3145;54.1728;1.1206;1.1892;55.0735;-115.3181;352.5121;352.9350;211.4537;305.4597;0.4109;0.2398;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(-0.1, -0.3, -0.3)_(0.7, 0.5, -0.5, 0.0)_1.03652_System.String[];HandLeft_(-0.1, -0.4, -0.3)_(0.7, 0.5, -0.6, 0.0)_1.039877_System.String[];HandRight_(0.1, -0.3, -0.3)_(0.0, 0.6, 0.5, -0.7)_1.03652_System.String[];HandRight_(0.1, -0.4, -0.2)_(-0.1, -0.6, -0.4, 0.7)_1.039877_System.String[];7.1312;0.0085;-0.0316;98.3971;54.2887;1.0936;1.1416;55.1925;-115.3486;356.5784;357.3961;223.7705;309.5460;5.2290;358.1298
0.0000;0.0000;False;False;98.0976;54.5423;-0.0139;-0.0006;55.3966;-115.0923;0.0008;0.4337;214.6021;305.7701;0.0000;0.2029;-0.1133;0.0000;-0.0010;-0.0005;0.0785;-0.0003;79898;72.00565;Infinity;1048.77;98.3145;54.1681;1.1206;1.1892;55.0735;-115.3149;352.5121;352.9349;211.4528;305.4568;0.4109;0.2398;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(-0.1, -0.3, -0.3)_(0.7, 0.5, -0.5, 0.0)_1.03652_System.String[];HandLeft_(-0.1, -0.4, -0.3)_(0.7, 0.5, -0.6, 0.0)_1.039877_System.String[];HandRight_(0.1, -0.3, -0.3)_(0.0, 0.6, 0.5, -0.6)_1.03652_System.String[];HandRight_(0.1, -0.4, -0.2)_(-0.1, -0.6, -0.4, 0.7)_1.039877_System.String[];7.1730;0.0087;-0.0316;98.3977;54.2839;1.0933;1.1416;55.1922;-115.3456;356.7277;357.3998;223.0328;309.4879;5.1727;358.2307
0.0023;0.0000;False;False;98.0976;54.5375;-0.0139;-0.0007;55.3966;-115.0890;0.0007;0.4336;214.6018;305.7672;0.0000;0.2028;-0.1147;0.0000;-0.0010;0.0002;0.0794;0.0001;79901;72.00056;Infinity;1048.81;98.3145;54.1634;1.1206;1.1891;55.0735;-115.3117;352.5119;352.9348;211.4523;305.4538;0.4109;0.2398;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(-0.1, -0.3, -0.3)_(0.7, 0.4, -0.5, 0.0)_1.03652_System.String[];HandLeft_(-0.1, -0.4, -0.3)_(0.7, 0.5, -0.6, 0.0)_1.039877_System.String[];HandRight_(0.1, -0.3, -0.3)_(0.0, 0.6, 0.5, -0.6)_1.03652_System.String[];HandRight_(0.1, -0.4, -0.2)_(-0.1, -0.6, -0.4, 0.7)_1.039877_System.String[];7.2146;0.0089;-0.0316;98.3988;54.2789;1.0928;1.1415;55.1915;-115.3428;356.9278;357.4090;221.9550;309.3890;5.1501;358.3401
0.0049;0.0000;False;False;98.0976;54.5327;-0.0139;-0.0007;55.3965;-115.0857;0.0006;0.4335;214.6016;305.7641;0.0000;0.2028;-0.1160;0.0000;-0.0010;-0.0001;0.0804;-0.0001;79904;71.9996;Infinity;1048.86;98.3145;54.1586;1.1206;1.1891;55.0735;-115.3084;352.5118;352.9347;211.4523;305.4507;0.4109;0.2398;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(-0.1, -0.3, -0.3)_(0.7, 0.4, -0.5, 0.0)_1.03652_System.String[];HandLeft_(-0.1, -0.4, -0.3)_(0.7, 0.5, -0.6, 0.0)_1.039877_System.String[];HandRight_(0.1, -0.3, -0.3)_(0.0, 0.6, 0.5, -0.6)_1.03652_System.String[];HandRight_(0.1, -0.4, -0.2)_(-0.1, -0.6, -0.4, 0.7)_1.039877_System.String[];7.2562;0.0091;-0.0316;98.4001;54.2738;1.0925;1.1415;55.1903;-115.3399;357.1769;357.4102;220.6823;309.2555;5.1881;358.4326
0.0068;0.0000;False;False;98.0975;54.5278;-0.0139;-0.0008;55.3965;-115.0823;0.0005;0.4334;214.6016;305.7610;0.0000;0.2028;-0.1173;0.0000;-0.0011;-0.0024;0.0813;-0.0017;79907;71.99972;Infinity;1048.90;98.3145;54.1538;1.1206;1.1890;55.0735;-115.3050;352.5119;352.9346;211.4517;305.4477;0.4109;0.2397;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(-0.1, -0.3, -0.3)_(0.7, 0.4, -0.6, 0.0)_1.03652_System.String[];HandLeft_(-0.1, -0.4, -0.3)_(0.7, 0.5, -0.6, 0.0)_1.039877_System.String[];HandRight_(0.1, -0.3, -0.3)_(0.0, 0.6, 0.5, -0.7)_1.03652_System.String[];HandRight_(0.1, -0.4, -0.2)_(-0.1, -0.6, -0.4, 0.7)_1.039877_System.String[];7.2980;0.0091;-0.0316;98.4012;54.2687;1.0919;1.1414;55.1892;-115.3370;357.4240;357.3900;219.4836;309.1078;5.2098;358.5273
0.0059;0.0000;False;False;98.0975;54.5229;-0.0139;-0.0008;55.3965;-115.0789;0.0004;0.4333;214.6016;305.7579;0.0000;0.2028;-0.1186;0.0000;-0.0011;-0.0016;0.0822;-0.0011;79910;71.99838;Infinity;1048.94;98.3145;54.1489;1.1206;1.1890;55.0734;-115.3017;352.5117;352.9345;211.4521;305.4445;0.4109;0.2397;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(-0.1, -0.3, -0.3)_(0.7, 0.5, -0.5, 0.0)_1.03652_System.String[];HandLeft_(-0.1, -0.4, -0.3)_(0.7, 0.5, -0.6, 0.0)_1.039877_System.String[];HandRight_(0.1, -0.3, -0.3)_(0.0, 0.6, 0.5, -0.7)_1.03652_System.String[];HandRight_(0.1, -0.4, -0.2)_(-0.1, -0.6, -0.4, 0.7)_1.039877_System.String[];7.3396;0.0091;-0.0317;98.4024;54.2634;1.0916;1.1414;55.1881;-115.3341;357.6706;357.3734;218.3638;308.9477;5.2094;358.6330
0.0043;0.0000;False;False;98.0975;54.5179;-0.0139;-0.0009;55.3964;-115.0754;0.0004;0.4332;214.6001;305.7546;0.0000;0.2027;-0.1206;0.0000;-0.0011;-0.0028;0.0835;-0.0019;79913;71.99664;Infinity;1048.98;98.3145;54.1439;1.1206;1.1889;55.0733;-115.2982;352.5116;352.9344;211.4508;305.4413;0.4109;0.2397;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(-0.1, -0.3, -0.3)_(0.7, 0.5, -0.5, 0.0)_1.03652_System.String[];HandLeft_(-0.1, -0.4, -0.3)_(0.7, 0.5, -0.6, 0.0)_1.039877_System.String[];HandRight_(0.1, -0.3, -0.3)_(-0.1, 0.6, 0.5, -0.7)_1.03652_System.String[];HandRight_(0.1, -0.4, -0.2)_(-0.1, -0.6, -0.4, 0.7)_1.039877_System.String[];7.3812;0.0091;-0.0322;98.4036;54.2581;1.0912;1.1413;55.1870;-115.3313;357.8874;357.3637;217.4270;308.7842;5.2368;358.7309
0.0031;0.0000;False;False;98.0974;54.5129;-0.0139;-0.0009;55.3963;-115.0720;0.0003;0.4331;214.6010;305.7513;0.0000;0.2027;-0.1219;0.0000;-0.0011;-0.0027;0.0844;-0.0019;79916;72.00012;Infinity;1049.02;98.3144;54.1389;1.1206;1.1889;55.0733;-115.2948;352.5115;352.9343;211.4511;305.4380;0.4109;0.2396;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(-0.1, -0.3, -0.3)_(0.7, 0.4, -0.5, 0.0)_1.03652_System.String[];HandLeft_(-0.1, -0.4, -0.3)_(0.7, 0.5, -0.6, 0.0)_1.039877_System.String[];HandRight_(0.1, -0.3, -0.3)_(0.0, 0.6, 0.5, -0.7)_1.03652_System.String[];HandRight_(0.1, -0.4, -0.2)_(-0.1, -0.6, -0.4, 0.7)_1.039877_System.String[];7.4230;0.0091;-0.0334;98.4045;54.2528;1.0907;1.1413;55.1862;-115.3282;358.0767;357.3531;216.7227;308.6046;5.2907;358.8203
0.0023;0.0000;False;False;98.0973;54.5078;-0.0139;-0.0009;55.3962;-115.0684;0.0002;0.4330;214.6003;305.7478;0.0000;0.2026;-0.1233;0.0000;-0.0011;-0.0030;0.0852;-0.0021;79919;71.99723;Infinity;1049.06;98.3143;54.1339;1.1206;1.1889;55.0732;-115.2913;352.5114;352.9342;211.4507;305.4346;0.4109;0.2396;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(-0.1, -0.3, -0.3)_(0.7, 0.5, -0.5, 0.0)_1.03652_System.String[];HandLeft_(-0.1, -0.4, -0.3)_(0.7, 0.5, -0.6, 0.0)_1.039877_System.String[];HandRight_(0.1, -0.3, -0.3)_(0.0, 0.6, 0.5, -0.7)_1.03652_System.String[];HandRight_(0.1, -0.4, -0.2)_(-0.1, -0.6, -0.4, 0.7)_1.039877_System.String[];7.4646;0.0091;-0.0356;98.4051;54.2475;1.0904;1.1412;55.1856;-115.3250;358.2201;357.3741;216.2502;308.4180;5.3344;358.9130
0.0017;0.0000;False;False;98.0972;54.5026;-0.0139;-0.0010;55.3961;-115.0649;0.0001;0.4329;214.5999;305.7441;0.0000;0.2025;-0.1246;0.0000;-0.0011;-0.0027;0.0860;-0.0019;79922;71.99652;Infinity;1049.11;98.3143;54.1287;1.1206;1.1888;55.0730;-115.2878;352.5113;352.9341;211.4504;305.4310;0.4109;0.2395;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(-0.1, -0.3, -0.3)_(0.7, 0.5, -0.5, 0.0)_1.03652_System.String[];HandLeft_(-0.1, -0.4, -0.3)_(0.7, 0.5, -0.6, 0.0)_1.039877_System.String[];HandRight_(0.1, -0.3, -0.3)_(0.0, 0.6, 0.5, -0.7)_1.03652_System.String[];HandRight_(0.1, -0.4, -0.2)_(-0.1, -0.6, -0.4, 0.7)_1.039877_System.String[];7.5062;0.0091;-0.0383;98.4055;54.2420;1.0902;1.1412;55.1852;-115.3219;358.2994;357.4085;215.9761;308.2419;5.3433;358.9917
0.0035;0.0000;False;False;98.0972;54.4974;-0.0139;-0.0010;55.3960;-115.0613;0.0001;0.4328;214.6010;305.7401;0.0000;0.2024;-0.1260;0.0000;-0.0011;-0.0025;0.0868;-0.0017;79925;71.99773;Infinity;1049.15;98.3142;54.1236;1.1206;1.1888;55.0729;-115.2842;352.5113;352.9340;211.4513;305.4272;0.4109;0.2394;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(-0.1, -0.3, -0.3)_(0.7, 0.5, -0.5, 0.0)_1.03652_System.String[];HandLeft_(-0.1, -0.4, -0.3)_(0.7, 0.5, -0.6, 0.0)_1.039877_System.String[];HandRight_(0.1, -0.3, -0.3)_(0.0, 0.6, 0.5, -0.7)_1.03652_System.String[];HandRight_(0.1, -0.4, -0.2)_(-0.1, -0.6, -0.4, 0.7)_1.039877_System.String[];7.5480;0.0091;-0.0412;98.4056;54.2367;1.0900;1.1412;55.1848;-115.3187;358.3223;357.4337;215.8563;308.0634;5.3046;359.0612
0.0068;0.0000;False;False;98.0971;54.4921;-0.0139;-0.0011;55.3958;-115.0577;0.0002;0.4327;214.5992;305.7359;0.0000;0.2023;-0.1273;0.0000;-0.0012;-0.0040;0.0875;-0.0028;79928;72.00362;Infinity;1049.19;98.3141;54.1183;1.1206;1.1887;55.0728;-115.2806;352.5114;352.9339;211.4499;305.4230;0.4109;0.2393;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(-0.1, -0.3, -0.3)_(0.7, 0.5, -0.5, 0.0)_1.03652_System.String[];HandLeft_(-0.1, -0.4, -0.3)_(0.7, 0.5, -0.6, 0.0)_1.039877_System.String[];HandRight_(0.1, -0.3, -0.3)_(-0.1, 0.6, 0.5, -0.7)_1.03652_System.String[];HandRight_(0.1, -0.4, -0.2)_(-0.1, -0.6, -0.4, 0.7)_1.039877_System.String[];7.5896;0.0091;-0.0439;98.4057;54.2313;1.0899;1.1411;55.1846;-115.3152;358.3346;357.4705;215.8292;307.8922;5.2386;359.1191
0.0100;0.0000;False;False;98.0970;54.4868;-0.0139;-0.0011;55.3957;-115.0540;0.0001;0.4326;214.5993;305.7313;0.0000;0.2022;-0.1287;0.0000;-0.0012;-0.0039;0.0882;-0.0027;79931;71.99916;Infinity;1049.23;98.3140;54.1130;1.1206;1.1887;55.0727;-115.2770;352.5113;352.9338;211.4496;305.4186;0.4109;0.2392;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(-0.1, -0.3, -0.3)_(0.7, 0.5, -0.5, 0.0)_1.03652_System.String[];HandLeft_(-0.1, -0.4, -0.3)_(0.7, 0.5, -0.6, 0.0)_1.039877_System.String[];HandRight_(0.1, -0.3, -0.3)_(-0.1, 0.6, 0.4, -0.7)_1.03652_System.String[];HandRight_(0.1, -0.4, -0.2)_(-0.1, -0.6, -0.4, 0.7)_1.039877_System.String[];7.6312;0.0091;-0.0465;98.4057;54.2258;1.0899;1.1411;55.1844;-115.3117;358.3394;357.5157;215.8586;307.7445;5.1609;359.1667
0.0134;0.0000;False;False;98.0968;54.4814;-0.0139;-0.0012;55.3955;-115.0503;0.0000;0.4325;214.6002;305.7264;0.0000;0.2021;-0.1300;0.0000;-0.0012;-0.0049;0.0890;-0.0034;79934;71.9975;Infinity;1049.27;98.3139;54.1077;1.1206;1.1886;55.0725;-115.2734;352.5113;352.9337;211.4509;305.4138;0.4109;0.2391;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(-0.1, -0.3, -0.3)_(0.7, 0.5, -0.6, 0.1)_1.03652_System.String[];HandLeft_(-0.1, -0.4, -0.3)_(0.7, 0.5, -0.6, 0.0)_1.039877_System.String[];HandRight_(0.1, -0.3, -0.3)_(-0.1, 0.6, 0.4, -0.7)_1.03652_System.String[];HandRight_(0.1, -0.4, -0.2)_(-0.1, -0.6, -0.4, 0.7)_1.039877_System.String[];7.6730;0.0091;-0.0486;98.4057;54.2202;1.0899;1.1411;55.1841;-115.3079;358.3508;357.5752;215.9308;307.6310;5.0832;359.1893
0.0192;0.0000;False;False;98.0967;54.4760;-0.0139;-0.0012;55.3953;-115.0466;-0.0002;0.4324;214.6004;305.7213;0.0000;0.2020;-0.1313;0.0000;-0.0012;-0.0063;0.0897;-0.0044;79937;71.99725;Infinity;1049.31;98.3137;54.1023;1.1206;1.1886;55.0723;-115.2697;352.5111;352.9336;211.4509;305.4088;0.4109;0.2390;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(-0.1, -0.3, -0.3)_(0.7, 0.5, -0.6, 0.1)_1.03652_System.String[];HandLeft_(-0.1, -0.4, -0.3)_(0.7, 0.5, -0.6, 0.0)_1.039877_System.String[];HandRight_(0.1, -0.3, -0.3)_(-0.1, 0.6, 0.4, -0.7)_1.03652_System.String[];HandRight_(0.1, -0.4, -0.2)_(-0.1, -0.6, -0.4, 0.7)_1.039877_System.String[];7.7146;0.0091;-0.0503;98.4056;54.2145;1.0898;1.1409;55.1839;-115.3041;358.3687;357.6497;216.0306;307.5764;5.0176;359.1903
0.0288;0.0000;False;False;98.0965;54.4704;-0.0139;-0.0013;55.3950;-115.0428;-0.0004;0.4323;214.6003;305.7159;0.0000;0.2020;-0.1326;0.0000;-0.0012;-0.0079;0.0905;-0.0055;79940;71.99781;Infinity;1049.36;98.3136;54.0968;1.1206;1.1885;55.0721;-115.2660;352.5109;352.9335;211.4509;305.4034;0.4109;0.2389;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(-0.1, -0.3, -0.3)_(0.7, 0.5, -0.6, 0.1)_1.03652_System.String[];HandLeft_(-0.1, -0.4, -0.3)_(0.7, 0.5, -0.6, 0.0)_1.039877_System.String[];HandRight_(0.1, -0.3, -0.3)_(-0.1, 0.6, 0.4, -0.7)_1.03652_System.String[];HandRight_(0.1, -0.4, -0.2)_(-0.1, -0.6, -0.4, 0.7)_1.039877_System.String[];7.7562;0.0091;-0.0513;98.4054;54.2089;1.0898;1.1405;55.1836;-115.3003;358.3593;357.7214;216.1388;307.5612;4.9836;359.1869
0.0382;0.0000;False;False;98.0962;54.4649;-0.0139;-0.0013;55.3946;-115.0391;-0.0007;0.4322;214.6004;305.7104;0.0000;0.2019;-0.1338;0.0000;-0.0012;-0.0094;0.0913;-0.0066;79943;71.99544;Infinity;1049.40;98.3133;54.0913;1.1206;1.1885;55.0717;-115.2622;352.5106;352.9334;211.4507;305.3979;0.4110;0.2389;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(-0.1, -0.3, -0.3)_(0.7, 0.5, -0.6, 0.1)_1.03652_System.String[];HandLeft_(-0.1, -0.4, -0.3)_(0.7, 0.5, -0.6, 0.0)_1.039877_System.String[];HandRight_(0.1, -0.3, -0.3)_(-0.1, 0.6, 0.4, -0.7)_1.03652_System.String[];HandRight_(0.1, -0.4, -0.2)_(-0.1, -0.6, -0.4, 0.7)_1.039877_System.String[];7.7980;0.0091;-0.0519;98.4054;54.2033;1.0898;1.1403;55.1832;-115.2965;358.3389;357.7768;216.2436;307.5674;4.9748;359.1806
0.0459;0.0000;False;False;98.0959;54.4593;-0.0139;-0.0014;55.3941;-115.0352;-0.0014;0.4321;214.6000;305.7047;0.0000;0.2019;-0.1351;0.0000;-0.0012;-0.0128;0.0921;-0.0089;79946;71.99847;Infinity;1049.44;98.3130;54.0857;1.1206;1.1884;55.0713;-115.2585;352.5101;352.9333;211.4508;305.3923;0.4110;0.2388;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(-0.1, -0.3, -0.3)_(0.6, 0.5, -0.6, 0.1)_1.03652_System.String[];HandLeft_(-0.1, -0.4, -0.3)_(0.7, 0.5, -0.6, 0.0)_1.039877_System.String[];HandRight_(0.1, -0.3, -0.3)_(-0.1, 0.6, 0.4, -0.7)_1.03652_System.String[];HandRight_(0.1, -0.4, -0.2)_(-0.1, -0.6, -0.4, 0.7)_1.039877_System.String[];7.8396;0.0091;-0.0521;98.4054;54.1977;1.0898;1.1401;55.1825;-115.2927;358.3278;357.8051;216.3417;307.5778;4.9701;359.1826
0.0528;0.0000;False;False;98.0954;54.4536;-0.0139;-0.0014;55.3935;-115.0314;-0.0021;0.4320;214.5989;305.6990;0.0000;0.2019;-0.1369;0.0000;-0.0012;-0.0182;0.0933;-0.0127;79949;71.99767;Infinity;1049.48;98.3126;54.0801;1.1206;1.1884;55.0707;-115.2547;352.5094;352.9332;211.4495;305.3866;0.4110;0.2388;LeftFalse_RightFalse;LeftFalse_RightFalse;HandLeft_(-0.1, -0.3, -0.3)_(0.7, 0.5, -0.6, 0.1)_1.03652_System.String[];HandLeft_(-0.1, -0.4, -0.3)_(0.7, 0.5, -0.6, 0.0)_1.039877_System.String[];HandRight_(0.1, -0.3, -0.3)_(-0.1, 0.6, 0.4, -0.7)_1.03652_System.String[];HandRight_(0.1, -0.4, -0.2)_(-0.1, -0.6, -0.4, 0.7)_1.039877_System.String[];7.8812;0.0091;-0.0521;98.4052;54.1920;1.0898;1.1399;55.1818;-115.2889;358.3373;357.8132;216.4451;307.5801;4.9813;359.2007
