ScenarioTime;ThrottleA;ThrottleB;CarPosXA;CarPosXB;CarPosZA;CarPosZB;SteerA;SteerB
0.0;0.1326;0.0;80.8465;-87.2177;-75.4972;-85.1214;-0.0169;-0.0181
0.0684;0.1677;0.0;80.8461;-87.2177;-75.4972;-85.1214;-0.0169;-0.0181
0.1379;0.2063;0.0;80.8441;-87.2178;-75.4972;-85.1214;-0.0169;-0.0181
0.209;0.2334;0.0;80.8399;-87.2177;-75.4971;-85.1214;-0.0169;-0.0181
0.2793;0.2672;0.0;80.833;-87.2177;-75.4968;-85.1214;-0.0169;-0.0181
0.3491;0.3007;0.0;80.8232;-87.2177;-75.4964;-85.1214;-0.0169;-0.0181
0.4189;0.3434;0.0;80.8102;-87.2177;-75.4958;-85.1214;-0.0169;-0.0181
0.4883;0.385;0.0;80.7936;-87.2177;-75.4951;-85.1214;-0.0169;-0.0181
0.5586;0.42;0.0;80.7726;-87.2176;-75.4941;-85.1214;-0.0169;-0.0181
0.6282;0.4493;0.0;80.7472;-87.2176;-75.4928;-85.1214;-0.0169;-0.0181
0.698;0.4853;0.0;80.7168;-87.2176;-75.4914;-85.1214;-0.0169;-0.0181
0.7673;0.5121;0.0;80.6814;-87.2176;-75.4896;-85.1214;-0.0169;-0.0181
0.8374;0.5279;0.0;80.6403;-87.2176;-75.4876;-85.1214;-0.0169;-0.0181
0.907;0.5373;0.0;80.5932;-87.2175;-75.4853;-85.1213;-0.0169;-0.0181
0.9763;0.5428;0.0;80.5405;-87.2175;-75.4827;-85.1213;-0.0169;-0.0181
1.0459;0.5472;0.0;80.4819;-87.2174;-75.4798;-85.1213;-0.0169;-0.0181
1.1155;0.5577;0.0;80.4173;-87.2174;-75.4768;-85.1213;-0.0169;-0.0181
1.1851;0.5693;0.0;80.347;-87.2174;-75.4736;-85.1213;-0.0173;-0.0181
1.2551;0.5761;0.0;80.2706;-87.2173;-75.4699;-85.1213;-0.019;-0.0181
1.3264;0.5801;0.0054;80.1871;-87.2172;-75.4657;-85.1213;-0.0217;-0.0181
1.396;0.5825;0.0542;80.0964;-87.2172;-75.4613;-85.1213;-0.0253;-0.0181
1.4653;0.5822;0.1215;80.0016;-87.2166;-75.4569;-85.1211;-0.0296;-0.0181
1.5349;0.5791;0.1692;79.9004;-87.215;-75.4524;-85.1207;-0.0341;-0.0181
1.6047;0.5744;0.1985;79.7929;-87.2116;-75.4479;-85.1199;-0.0388;-0.0181
1.6743;0.5698;0.2167;79.6799;-87.2062;-75.4435;-85.1187;-0.0432;-0.0181
